duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,job,output.all_times,output.all_times.annotations,output.all_times.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",6 months__42__50,12,0.8517341156522694,0.8,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",months__44__50,12,0.8379572046742184,0.8,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",each season__87__98,12,0.8282529111579279,0.8,1
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",ages 6 months__37__50,9,0.6343316249396195,0.6,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",no_time,0,0.0,0.0,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",older__55__60,1,0.06610266397142138,0.06666666666666668,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",season__92__98,5,0.33425052571976505,0.3333333333333333,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",ages__37__41,1,0.07052760189912591,0.06666666666666668,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",ages 6 months and older__37__60,1,0.06818352973027096,0.06666666666666668,0
63.86666666666667,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,../../data/main_crowd_data/all_crowd_time,"Counter({'6 months__42__50': 12, 'months__44__50': 12, 'each season__87__98': 12, 'ages 6 months__37__50': 9, 'season__92__98': 5, 'older__55__60': 1, 'ages__37__41': 1, 'ages 6 months and older__37__60': 1, 'each__87__91': 1})",54,9,15,0.6679859778529567,"Counter({'6 months__42__50': 0.8517341156522694, 'months__44__50': 0.8379572046742184, 'each season__87__98': 0.8282529111579279, 'ages 6 months__37__50': 0.6343316249396195, 'season__92__98': 0.33425052571976505, 'ages__37__41': 0.07052760189912591, 'ages 6 months and older__37__60': 0.06818352973027096, 'older__55__60': 0.06610266397142138, 'each__87__91': 0.05035784025573506})",0.6246948648607621,"Counter({'6 months__42__50': 0.8, 'months__44__50': 0.8, 'each season__87__98': 0.8, 'ages 6 months__37__50': 0.6, 'season__92__98': 0.3333333333333333, 'older__55__60': 0.06666666666666667, 'ages__37__41': 0.06666666666666667, 'ages 6 months and older__37__60': 0.06666666666666667, 'each__87__91': 0.06666666666666667})",each__87__91,1,0.05035784025573506,0.06666666666666668,0
