_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,not_possible_expl,possible_expl,selectedtags_desc,tagged_events,all_possible_pgsm_events,all_possible_pgsm_times,all_possible_psm_events,all_possible_psm_times,all_runs_events,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,not_possible_expl_gold,number_all_runs_events,number_all_runs_times,number_possible_pgsm_events,number_possible_pgsm_times,number_possible_psm_events,number_possible_psm_times,pos_tags,possible_expl_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,tagged_events_gold,time_expressions,tokens,all_times
2075310336,1/4/2019 21:50:43,4392692769,1/4/2019 21:50:23,False,prodege,1,d8d245c91422aa1ee8390a5faf482603,GBR,C9,Workington,29597b2146145984d1325ae0cd2bdc96,,[NO_ANSWER],There are no other expressions of time.,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]","[""older"",""season""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50"",""older__55__60"",""season__92__98""]"
2075310336,1/4/2019 22:43:12,4392844363,1/4/2019 22:42:40,False,neodev,1,e41850c29bb7b5ccb792c36eb94e6702,USA,,,eba8e9ebba66ddd3be11e5e88f9f47ce,,[NO_ANSWER],no more expressions of time,"[""6 months__42__50"",""months__44__50"",""each season__87__98""]",[],recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98""]"
2075310336,1/4/2019 23:20:21,4392937356,1/4/2019 23:20:00,False,coinworker,1,7e99298fec7b173dab7013e1543c4eb5,USA,WA,Tacoma,3f4856ffa4cd321f5ff32fba1dcf70e8,,[NO_ANSWER],There are no other applicable options.,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]",[],recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]"
2075310336,1/4/2019 23:53:36,4393040534,1/4/2019 23:53:05,False,instagc,1,ef89f2a040ba38c32dc963a69e58ea7d,USA,NJ,Maple Shade,a079800a4a0906bd7adfeec6df83fbde,,[NO_ANSWER],No others fit,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]","[""ages""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50"",""ages__37__41""]"
2075310336,1/5/2019 00:42:45,4393168376,1/5/2019 00:42:13,False,elite,1,e4bc3855f033f3d16c192dcc9fbb25f6,GBR,E4,Chelmsford,0bbae8754f1310e9aeed37bd87aa122e,,[NO_ANSWER],there are none,"[""6 months__42__50"",""months__44__50""]","[""season""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""season__92__98""]"
2075310336,1/5/2019 02:55:30,4393499642,1/5/2019 02:53:34,False,instagc,1,62a40c4eeb6901bc06effcd3b83b9ae2,USA,TN,Knoxville,0c5e0d42ea190917c425440b8adbe984,,[NO_ANSWER],There are none.,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]","[""ages 6 months and older""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50"",""ages 6 months and older__37__60""]"
2075310336,1/5/2019 03:01:11,4393514813,1/5/2019 03:00:51,False,keeprewarding,1,b0853ffe8f62e78dc21088011b7d3cdd,CAN,NS,Halifax,d4fa54637e3dd826e2cfffa6b66a3d6f,,[NO_ANSWER],It doesn't show anymore.,"[""6 months__42__50""]",[],recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50""]"
2075310336,1/5/2019 03:07:36,4393530316,1/5/2019 03:07:04,False,keeprewarding,1,0b095ebfd3609700ad47be07a8a0a9b1,USA,PA,Spring Grove,e78adbbdbbc6895c45fb244eb5e51bef,,[NO_ANSWER],There are no other time expressions in the text.,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]","[""season""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50"",""season__92__98""]"
2075310336,1/5/2019 03:10:17,4393537912,1/5/2019 03:09:34,False,instagc,1,5e00468c0d905f66aeb4226ca2cd4887,USA,NY,Staten Island,37931fb01f62450770fe1a26a62d58a0,,[NO_ANSWER],all words of expressions of time in the text were already selected above,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]",[],recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]"
2075310336,1/5/2019 03:19:34,4393561315,1/5/2019 03:19:06,False,instagc,1,71651f253e340263b3e4285afebe6fa6,USA,NE,Lincoln,72079eeac413b0c6de3996e22935e641,,[NO_ANSWER],only references,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50""]","[""months"",""each season"",""season""]",recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63###half__119__123,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41###season__92__98###be__61__63,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,recommends__8__18###vaccinated__64__74###get__124__127###shot__134__138###spray__148__153###ages__37__41,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,2,,30,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",,6,4,9,4,8,4,30,,,"The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,"the CDC recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","the cdc recommend that all child age 6 month and older be vaccinate against flu each season , though only about half get a flu shot or nasal spray .","DT NNP VBZ IN DT NNS NNS CD NNS CC JJR VB VBN IN NN DT NN , IN RB IN NN VB DT NN NN CC JJ NN .",,1,30,"[""6 months__42__50"",""months__44__50"",""each season__87__98"",""ages 6 months__37__50"",""season__92__98""]"
