_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,selectedtags_desc,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,notpossible_gold,pos_tags,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2039952779,12/6/2018 17:38:24,4313731492,12/6/2018 17:38:02,False,coinworker,1.0,7532f1d32c3e3f10639151705a342394,USA,NY,Buffalo,81822deafcb8ee0a14750ecb578acb62,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 17:59:59,4313788958,12/6/2018 17:59:51,False,prodege,1.0,8c25df2c922aa970877f0c85094a1054,USA,TX,Waco,d92732d06937e304c8c578a4f10ea4f6,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 18:22:05,4313852624,12/6/2018 18:21:42,False,coinworker,1.0,642e68771a04929b963d848efc65685e,CAN,QC,Montréal,1c7ce91f889e97cd3d1d1680e90dc7ad,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 18:36:17,4313890783,12/6/2018 18:35:11,False,elite,1.0,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 18:53:08,4313938486,12/6/2018 18:52:00,False,elite,1.0,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,53cba89a48c6cd6a6052e25fb93db68f,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 19:03:58,4313968980,12/6/2018 19:03:01,False,prodege,1.0,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 20:36:26,4314263298,12/6/2018 20:36:09,False,clixsense,1.0,a87d4e3441b57d5992d9c53d4bf63829,GBR,F3,Hornsey,43d6abf082fc75a14e12830213b9a113,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 21:14:33,4314390785,12/6/2018 21:14:24,False,prodege,1.0,b2720933224c3a58ac221524288e88f3,GBR,J1,Northampton,8d94d9809212ef0cbdfb288139068b83,,,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/6/2018 22:13:06,4314588517,12/6/2018 22:12:08,False,gifthunterclub,1.0,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,4b753a5c2d24cb219040211000b4dad9,,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039952779,12/7/2018 00:13:23,4314976796,12/7/2018 00:12:59,False,keeprewarding,1.0,b0853ffe8f62e78dc21088011b7d3cdd,CAN,NS,Halifax,d4fa54637e3dd826e2cfffa6b66a3d6f,,,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60"",""and__61__64""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
