_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,possible,selectedtags_desc,all_possible_pgsm_events,all_possible_pgsm_times,all_possible_psm_events,all_possible_psm_times,all_runs_events,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,notpossible_gold,number_all_runs_events,number_all_runs_times,number_possible_pgsm_events,number_possible_pgsm_times,number_possible_psm_events,number_possible_psm_times,pos_tags,possible_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2047260974,12/11/2018 11:47:13,4329048415,12/11/2018 11:47:00,False,elite,1,85648b7d4d592883c6d439a4ca414847,USA,OK,Edmond,ef36f36dd303a12e83ec4460ba8e700b,,,because it is implicitly written,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 12:01:39,4329080619,12/11/2018 12:01:11,False,elite,1,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,4c0ce041ac69d650ec83eb6a148266f4,,,is not explicitly or implicitly,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 12:02:25,4329082404,12/11/2018 12:02:12,False,elite,1,918abbecb87a38ab30695e5c966a46f1,USA,,,9c34f7a6c836b6ebd4209089087f1b8a,,,because it is implicitly written,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 12:52:33,4329205320,12/11/2018 12:52:26,False,instagc,1,1c652ec0bfd445a7e3e6fa284c4502f1,USA,IN,Indianapolis,a4b07e8dc9aeb4e7451e8cc87a0cc24b,,,They are just words that are already included in the phrases I chose.,"[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 12:55:58,4329213305,12/11/2018 12:55:35,False,gifthunterclub,1,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,98135a14bc29e812c5d2312fdd7366e9,,,is not explicitly or implicitly,"[""12 and 18 months__58__74"",""and__61__64""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 13:08:54,4329243899,12/11/2018 13:08:30,False,neodev,1,fc9c9fa63b30fe0a549876f890baee33,GBR,E6,Cirencester,ddb7139b57a95c2f1553d07027bae004,,,"""expects... to complete"" is an expression of time","[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60"",""and__61__64""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 13:11:14,4329249317,12/11/2018 13:11:03,False,clixsense,1,89b22cdf64e910b85c2786e34a2af1f0,USA,NY,Brooklyn,0ca71b724c4d8e1701c96e44106766d5,,,"It is about duration of how long or often occurs in dates, day, hours, centuries.","[""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 13:24:15,4329284921,12/11/2018 13:24:01,False,instagc,1,43f09d3ea852f04b2b9d184667773846,GBR,T5,Aberdeen,000dfeb63e3035265b515a59050e1174,,,Nothing else relevant,"[""18 months__65__74"",""12 and 18 months__58__74""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 13:28:04,4329294863,12/11/2018 13:27:52,False,coinworker,1,7e99298fec7b173dab7013e1543c4eb5,USA,WA,Auburn,75bcba8376611fbb4ac88560b662cb85,,,No other applicable options.,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2047260974,12/11/2018 14:16:41,4329432625,12/11/2018 14:16:20,False,instagc,1,62a40c4eeb6901bc06effcd3b83b9ae2,USA,TN,Knoxville,f939b482a04b4be3bc892db6849f2c85,,,There are none.,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",expects__3__10###take__45__49###complete__78__86###share__15__20,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,expects__3__10###take__45__49###complete__78__86,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,3,4,4,4,3,4,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
