_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,possible,selectedtags_desc,all_runs_events,all_runs_times,all_runs_total_events,best_runs_events,best_runs_total_events,doc_id,events,gold_total_events,hiddeninput_gold,lemmas,lowercase_sentence,notpossible_gold,pos_tags,possible_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2031004659,11/30/2018 12:25:42,4294570217,11/30/2018 12:25:28,False,prodege,1,6bf9daffaf6238ab026dd2dababe3a5e,USA,NY,Bronx,c01f7da8fe8045b3d677fa7b71421c3c,,,fits the task description,"[""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 13:43:01,4294740016,11/30/2018 13:42:42,False,coinworker,1,7e99298fec7b173dab7013e1543c4eb5,USA,WA,Centralia,0de9451f7a1ea7d1146241f9d9d7f327,,,No other applicable options.,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 15:51:41,4295006565,11/30/2018 15:51:01,False,elite,1,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,,no other time or date references are stated,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 17:20:44,4295198038,11/30/2018 17:20:20,False,elite,1,e086ba388a4ccda2ad10396b1e55af51,USA,CO,Colorado Springs,7febe497ddaf64539f4f3ebd6607a3c0,,,There is only one time frame listed in the sentence.,"[""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 19:21:30,4295459374,11/30/2018 19:21:20,False,instagc,1,8355ff470b1ea18db562b61fa0a306a2,GBR,M3,Bridgwater,55c6f886832a79971fd3ebc10ecb4a9e,,,they denote a point in time or expression,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 19:35:48,4295494084,11/30/2018 19:35:34,False,clixsense,1,1ffcb4b845f71b6e949a4786ea4e376f,CAN,QC,Montréal,8e03bd02174925532f06e68c8e4208a5,,,Other words are not time related.,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 19:55:44,4295548680,11/30/2018 19:53:03,False,instagc,1,07fe811ad57531a29d0ce82daedb4ad7,USA,MO,Saint Louis,114bf12f15f93b3c5f288f081fe3c473,,,Wtf? Why do I need to explain this?,"[""18 months__65__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 21:35:05,4295851859,11/30/2018 21:34:44,False,instagc,1,60704853366b3f90ccb76445f909a646,GBR,A7,Birmingham,691c9dbca8f56822e63b59c0d8679b64,,,Amount of time,"[""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,11/30/2018 22:36:39,4296015730,11/30/2018 22:34:58,False,clixsense,1,c4e8131051f9c930c1dff0576850794f,CAN,SK,Regina,2bcea95819699c98d93c5541342c21a3,,,Just I think so,"[""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,12/1/2018 05:33:26,4296807283,12/1/2018 05:32:54,False,elite,1,5b054a4b4839d34b10d3956ebd056597,USA,GA,Atlanta,b9c9b47df38b1007548f78abc7e96ce4,,,the other words do not appear in the text neither implicitly nor explicitly,"[""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,12/1/2018 10:39:17,4297158327,12/1/2018 10:39:06,False,elite,1,52ac4409b9b342d4591e4a7513ca1cf7,USA,FL,Delray Beach,ad39ec5e4e2f41edd995540a7db3be41,,,There are no other terms present that denote time.,"[""18 months__65__74"",""12 and 18 months__58__74""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2031004659,12/1/2018 11:01:30,4297180947,12/1/2018 11:01:18,False,instagc,1,ff8c36c6c3a1451ca768d28828552fe1,GBR,F1,Shepherds Bush,bf9cfcc8c8ec88c33ca5b48180daf228,,,No others are used.,"[""18 months__65__74"",""12 and 18 months__58__74"",""12__58__60""]",,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,,,,bbc_20130322_332,3,,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,,16,,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
