_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,not_possible_expl,possible_expl,selectedtags_desc,tagged_events,all_possible_pgsm_events,all_possible_psm_events,all_runs_events,all_runs_times,all_runs_total_events,best_runs_events,best_runs_total_events,doc_id,events,gold_total_events,hiddeninput_gold,lemmas,lowercase_sentence,not_possible_expl_gold,number_all_runs_events,number_possible_pgsm_events,number_possible_psm_events,pos_tags,possible_expl_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,tagged_events_gold,time_expressions,tokens
2052545009,12/15/2018 22:09:38,4342347233,12/15/2018 22:08:40,False,clixsense,1,c4e8131051f9c930c1dff0576850794f,CAN,SK,Regina,2bcea95819699c98d93c5541342c21a3,,[NO_ANSWER],Just I think so,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274"",""was__33__36"",""for__240__243"",""funds__234__239""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/15/2018 22:09:50,4342347568,12/15/2018 22:09:15,False,instagc,1,ef89f2a040ba38c32dc963a69e58ea7d,USA,NJ,Maple Shade,a079800a4a0906bd7adfeec6df83fbde,,[NO_ANSWER],seem like the right ones,"[""informed__37__45"",""abused__113__119""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/15/2018 23:14:15,4342434462,12/15/2018 23:13:49,False,elite,1,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,03d11c8660c2d106801de1d10ef8143b,,[NO_ANSWER],because it is neither explicitly nor implicitly,"[""investigation__83__96"",""campaign__266__274"",""was__33__36""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 00:10:14,4342502967,12/16/2018 00:09:43,False,gifthunterclub,1,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,e5308e711d2edd0f9f58a170f39a0109,,[NO_ANSWER],because it is neither explicitly nor implicitly,"[""investigation__83__96"",""campaign__266__274""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 00:30:48,4342526569,12/16/2018 00:29:56,False,elite,1,5b054a4b4839d34b10d3956ebd056597,USA,FL,Miami,ba153d89460adfc22cc6a430306ca726,,[NO_ANSWER],the other words do not appear in the text neither implicitly nor explicitly,"[""investigation__83__96"",""campaign__266__274"",""funds__234__239""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 00:39:01,4342535294,12/16/2018 00:38:04,False,prodege,1,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,[NO_ANSWER],nothing else refers to an event or action,"[""informed__37__45"",""investigation__83__96"",""abused__113__119"",""campaign__266__274""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 01:19:42,4342588038,12/16/2018 01:19:05,False,elite,1,5321424c8dcf06bea586a91a1a09ff9b,USA,TX,Dallas,0d2846c7e94185169c97d8ebb4a5fc32,,[NO_ANSWER],the other words do not appear in the text neither implicitly nor explicitly,"[""investigation__83__96"",""campaign__266__274"",""funds__234__239""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 04:15:25,4342822141,12/16/2018 04:14:18,False,elite,1,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,[NO_ANSWER],"there are no other verbs, actions or events .","[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274"",""was__33__36""]",[],informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 06:14:49,4342947038,12/16/2018 06:13:18,False,clixsense,1,2691dd314a8539d98c302b456d3c0852,USA,CO,Colorado Springs,716a9c91308e6747566b360ea46b79ad,,[NO_ANSWER],No other action or events occur.,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274"",""was__33__36"",""funds__234__239""]","[""would"",""formal"",""frailty"",""Liliane"",""Bettencourt""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
2052545009,12/16/2018 08:43:37,4343094338,12/16/2018 08:43:18,False,instagc,1,43f09d3ea852f04b2b9d184667773846,GBR,T5,Aberdeen,000dfeb63e3035265b515a59050e1174,,[NO_ANSWER],Nothing else relevant,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274"",""was__33__36"",""for__240__243"",""funds__234__239""]","[""whether""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,,,,nyt_20130321_sarkozy,6,,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",,2,47
