_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,possible,selectedtags_desc,all_possible_pgsm_events,all_possible_psm_events,all_runs_events,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,notpossible_gold,number_all_runs_events,number_possible_pgsm_events,number_possible_psm_events,pos_tags,possible_gold,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2046827243,12/11/2018 00:23:35,4327422833,12/11/2018 00:23:04,False,elite,1,5b054a4b4839d34b10d3956ebd056597,USA,FL,Miami,603a80207d8fb29ace51f15bc5402e7e,,,the other words do not appear in the text neither implicitly nor explicitly,"[""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 00:50:40,4327491519,12/11/2018 00:46:52,False,prodege,1,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,,no other words are actions,"[""informed__37__45"",""abused__113__119""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 01:07:53,4327535519,12/11/2018 01:07:20,False,elite,1,5321424c8dcf06bea586a91a1a09ff9b,USA,GA,Atlanta,2ec238fbe28a551c8985747131d3ab3b,,,the other words do not appear in the text neither implicitly nor explicitly,"[""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 02:08:10,4327671345,12/11/2018 02:07:49,False,elite,1,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,8f63c67e23e5b216c4051e7ec0c75357,,,is neither explicitly nor implicitly,"[""investigation__83__96"",""was__33__36""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 02:32:28,4327732566,12/11/2018 02:31:49,False,gifthunterclub,1,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,459a612d72e92f07b7281f4e65b61b38,,,is neither explicitly nor implicitly,"[""investigation__83__96"",""campaign__266__274"",""for__240__243""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 11:49:04,4329053386,12/11/2018 11:48:50,False,elite,1,85648b7d4d592883c6d439a4ca414847,USA,OK,Edmond,ef36f36dd303a12e83ec4460ba8e700b,,,because it is implicitly written,"[""investigation__83__96""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 11:58:15,4329073069,12/11/2018 11:57:59,False,instagc,1,43f09d3ea852f04b2b9d184667773846,GBR,T5,Aberdeen,000dfeb63e3035265b515a59050e1174,,,Nothing else relevant,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274"",""was__33__36"",""for__240__243"",""funds__234__239""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 12:05:00,4329088391,12/11/2018 12:04:45,False,elite,1,918abbecb87a38ab30695e5c966a46f1,USA,,,9c34f7a6c836b6ebd4209089087f1b8a,,,because it is implicitly written,"[""informed__37__45""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 17:52:41,4330157322,12/11/2018 17:50:18,False,instagc,1,62a40c4eeb6901bc06effcd3b83b9ae2,USA,TN,Knoxville,f939b482a04b4be3bc892db6849f2c85,,,There are none.,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
2046827243,12/11/2018 18:00:28,4330183091,12/11/2018 18:00:10,False,clixsense,1,a87d4e3441b57d5992d9c53d4bf63829,GBR,A1,Dagenham,36e6457de68193c7f855aece0c7b7a05,,,fits well,"[""informed__37__45"",""get__230__233"",""was__33__36""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36###for__240__243###funds__234__239,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274###was__33__36,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,Thursday__46__54###2007__248__252###Former__0__6,nyt_20130321_sarkozy,6,,47,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get funds for his 2007 presidential campaign .",,6,9,7,47,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,"Former President Nicolas Sarkozy be inform Thursday that he would face a formal investigation into whether he abuse the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get fund for he 2007 presidential campaign .","former president nicolas sarkozy be inform thursday that he would face a formal investigation into whether he abuse the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france 's richest woman , to get fund for he 2007 presidential campaign .","NNP NNP NNP NNP VBD VBN NNP IN PRP MD VB DT JJ NN IN IN PRP VBD DT NN IN NNP NNP , CD , DT NN TO DT NNP NN CC NNP POS JJS NN , TO VB NNS IN PRP$ CD JJ NN .",2,47
