_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,selectedtags_desc,all_runs_events,all_runs_total_events,best_runs_events,best_runs_total_events,doc_id,events,events_count,gold_total_events,hiddeninput_gold,lowercase_sentence,notpossible_gold,original_sentence,processed_sentence,selectedtags_desc_gold,sentence,sentence_id,tokens
2015650891,11/17/2018 12:29:01,4255231590,11/17/2018 12:28:52,False,instagc,1.0,8355ff470b1ea18db562b61fa0a306a2,GBR,X4,Caerphilly,18f3e134f8800922b293248fe65efafc,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 15:08:52,4255760238,11/17/2018 15:08:21,False,prodege,1.0,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,,"[""informed__37__45"",""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 15:49:49,4255915530,11/17/2018 15:49:25,False,elite,1.0,e086ba388a4ccda2ad10396b1e55af51,USA,CO,Colorado Springs,3ac0def36355fd0c1f48971c08985ee9,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 16:26:52,4256060184,11/17/2018 16:26:37,False,wannads,1.0,017bbee01ff77eadfca65e4067b36da3,GBR,H7,Boston,10e4037e8e6d4295313e0242dc51e65e,,,"[""investigation__83__96""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 17:39:21,4256348235,11/17/2018 17:38:29,False,elite,1.0,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 18:43:51,4256592693,11/17/2018 18:43:07,False,elite,1.0,5b054a4b4839d34b10d3956ebd056597,USA,FL,Miami,6ded7d30c875f70f6fa5aa261fc92210,,,"[""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 18:44:05,4256593625,11/17/2018 18:43:43,False,clixsense,1.0,623fdeab4ddd1aa6449bfd3e99c650df,GBR,,,7f4b5e7b5cd1d4057e8e34d8d702d4a3,,,"[""informed__37__45"",""face__69__73"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 19:47:59,4256833092,11/17/2018 19:44:41,False,elite,1.0,5321424c8dcf06bea586a91a1a09ff9b,USA,GA,Atlanta,913e32ef5c99d6672d5f6e459331ca4a,,,"[""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 20:34:39,4256989537,11/17/2018 20:34:12,False,elite,1.0,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,4c0ce041ac69d650ec83eb6a148266f4,,,"[""face__69__73"",""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 20:42:50,4257020386,11/17/2018 20:41:49,False,elite,1.0,85648b7d4d592883c6d439a4ca414847,USA,FL,Miami,0b390c8044cba1cdf91ad724c1fab41e,,,"[""investigation__83__96""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 20:59:50,4257081396,11/17/2018 20:56:18,False,clixsense,1.0,914e84bd6efb46bebf8bd06e64b27ea7,USA,,,76566c8377ed9a6e3434324a6b44500c,,,"[""informed__37__45"",""investigation__83__96"",""abused__113__119"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015650891,11/17/2018 23:46:48,4257670563,11/17/2018 23:46:18,False,fusioncash,1.0,17d606c5937fce457b0ba0ff23dd12f8,USA,FL,Miami,1e1f337223f9759ff69bdb9690d1312e,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
