_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,selectedtags_desc,all_runs_times,doc_id,events,hiddeninput_gold,lemmas,lowercase_sentence,pos_tags,selectedtags_desc_gold,sentence,sentence_id,stanford_lemma,stanford_lower_lemma,stanford_pos_tag,time_expressions,tokens
2039964316,12/8/2018 07:23:51,4320139707,12/8/2018 07:23:44,False,instagc,1.0,43f09d3ea852f04b2b9d184667773846,GBR,T5,Aberdeen,000dfeb63e3035265b515a59050e1174,,"[""18 months__65__74"",""12__58__60""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 09:49:21,4320387668,12/8/2018 09:49:01,False,clixsense,1.0,8576a092ef8e4daedf5ae050da734419,GBR,G9,Prescot,d3ed86e589d140ba6e569e1a0aa4bd0e,,"[""18 months__65__74"",""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 11:18:23,4320541209,12/8/2018 11:18:11,False,prodege,1.0,5df9ee092f47a3a07e48d33fbbdccf5a,GBR,,,ed705ebdb0bd2007d982be1bc50fbedd,,"[""18 months__65__74"",""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 11:42:30,4320581500,12/8/2018 11:42:20,False,clixsense,1.0,ba124ea74a54b25916f45c77cb14c946,USA,NY,Brockport,367cea90e0b7149addfb0b4e3f20eac0,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 12:36:41,4320676636,12/8/2018 12:36:26,False,gifthunterclub,1.0,bbb91c02ad5bb513c8149bd5e8443fb4,USA,IL,Aurora,2c134e12a6f7021741928e40db2efb10,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 13:00:35,4320725625,12/8/2018 13:00:15,False,elite,1.0,2a37e935e9b4faac462a267762144ea9,USA,GA,Atlanta,24e8967cd472d0cd9e8ebd091cf8a5e6,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 14:38:49,4320941429,12/8/2018 14:37:48,False,prodege,1.0,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,"[""18 months__65__74"",""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 15:54:15,4321115503,12/8/2018 15:53:54,False,elite,1.0,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,1500b9d5b72b172d3f4949b992aadc1b,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 16:11:20,4321157286,12/8/2018 16:11:11,False,instagc,1.0,668b2dbd617a9843567b11f0f00ac3b5,GBR,W4,Troon,55724d26f15354b351536c34c5497df3,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
2039964316,12/8/2018 17:52:29,4321381322,12/8/2018 17:51:57,False,elite,1.0,1278d048db9733b5f2edcec989861c6a,USA,FL,Miami,8412aeaf30a34f1dfd70ff3a0e246be2,,"[""12 and 18 months__58__74""]",18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,3,,16,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,2,16
