_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,selectedtags_desc,all_runs_events,all_runs_total_events,best_runs_events,best_runs_total_events,doc_id,events,events_count,gold_total_events,hiddeninput_gold,lowercase_sentence,notpossible_gold,original_sentence,processed_sentence,selectedtags_desc_gold,sentence,sentence_id,tokens
2015653294,11/19/2018 08:03:43,4261027423,11/19/2018 08:03:23,False,clixsense,1.0,914e84bd6efb46bebf8bd06e64b27ea7,USA,,,76566c8377ed9a6e3434324a6b44500c,,,"[""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 08:48:10,4261079076,11/19/2018 08:47:47,False,elite,1.0,19d1cf4672a44a2b873901990979111a,USA,TX,Dallas,16676a57bcc8387d4ff3307ab05f9f19,,,"[""face__69__73"",""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 11:48:14,4261290950,11/19/2018 11:47:30,False,instagc,1.0,1f2407ac6926cfdf579fa829a88c1d86,USA,AL,Mobile,cf2a7afd4e8a4d4c5096c3ceac45e207,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 12:25:08,4261335644,11/19/2018 12:21:43,False,instagc,1.0,8d2c1b1e71575f97daec7742b3dc915a,USA,,,a89772320db250dec70c97f32072ee52,,,"[""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 12:30:43,4261342637,11/19/2018 12:30:15,False,clixsense,1.0,d318abc9ba19dbb88876c8ff5637f787,USA,OH,Macedonia,9c9e638c4a890aadec42dab4760412c5,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 13:41:49,4261496408,11/19/2018 13:41:15,False,prizerebel,1.0,dfe8b69a387db97abd9ea2fedf65a5ec,CAN,BC,Coquitlam,5714114e57a3844db945cffc6152b314,,,"[""informed__37__45"",""investigation__83__96"",""abused__113__119"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 14:58:18,4261677117,11/19/2018 14:56:42,False,prodege,1.0,cf0844713c39f64ff76d389db631deef,USA,ME,Limestone,ea2de531d43623de1ff925091e7ca11e,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 15:58:00,4261835661,11/19/2018 15:55:18,False,elite,1.0,5b054a4b4839d34b10d3956ebd056597,USA,FL,Miami,6ded7d30c875f70f6fa5aa261fc92210,,,"[""abused__113__119"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 16:06:36,4261852173,11/19/2018 16:05:38,False,elite,1.0,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2015653294,11/19/2018 16:22:46,4261878800,11/19/2018 16:21:32,False,elite,1.0,85648b7d4d592883c6d439a4ca414847,USA,FL,Miami,ce34a9126ee56dfd768a9ac30300f21e,,,"[""informed__37__45"",""abused__113__119""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,,,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
