duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
25.55,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'12 and 18 months__58__74': 18, '18 months__65__74': 8, '12__58__60': 1})",27,3,20,0.7390895497974574,"Counter({'12 and 18 months__58__74': 0.9116900716153453, '18 months__65__74': 0.4072713622800242, '12__58__60': 0.05783084860010631})",0.7298045334544842,"Counter({'12 and 18 months__58__74': 0.9, '18 months__65__74': 0.4, '12__58__60': 0.05})",18 months__65__74,8,0.4072713622800242,0.4,1.0
25.55,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'12 and 18 months__58__74': 18, '18 months__65__74': 8, '12__58__60': 1})",27,3,20,0.7390895497974574,"Counter({'12 and 18 months__58__74': 0.9116900716153453, '18 months__65__74': 0.4072713622800242, '12__58__60': 0.05783084860010631})",0.7298045334544842,"Counter({'12 and 18 months__58__74': 0.9, '18 months__65__74': 0.4, '12__58__60': 0.05})",12 and 18 months__58__74,18,0.9116900716153452,0.9,0.0
25.55,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'12 and 18 months__58__74': 18, '18 months__65__74': 8, '12__58__60': 1})",27,3,20,0.7390895497974574,"Counter({'12 and 18 months__58__74': 0.9116900716153453, '18 months__65__74': 0.4072713622800242, '12__58__60': 0.05783084860010631})",0.7298045334544842,"Counter({'12 and 18 months__58__74': 0.9, '18 months__65__74': 0.4, '12__58__60': 0.05})",12__58__60,1,0.05783084860010631,0.05,1.0
25.55,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'12 and 18 months__58__74': 18, '18 months__65__74': 8, '12__58__60': 1})",27,3,20,0.7390895497974574,"Counter({'12 and 18 months__58__74': 0.9116900716153453, '18 months__65__74': 0.4072713622800242, '12__58__60': 0.05783084860010631})",0.7298045334544842,"Counter({'12 and 18 months__58__74': 0.9, '18 months__65__74': 0.4, '12__58__60': 0.05})",and__61__64,0,0.0,0.0,0.0
25.55,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'12 and 18 months__58__74': 18, '18 months__65__74': 8, '12__58__60': 1})",27,3,20,0.7390895497974574,"Counter({'12 and 18 months__58__74': 0.9116900716153453, '18 months__65__74': 0.4072713622800242, '12__58__60': 0.05783084860010631})",0.7298045334544842,"Counter({'12 and 18 months__58__74': 0.9, '18 months__65__74': 0.4, '12__58__60': 0.05})",no_time,0,0.0,0.0,0.0
22.0,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7006947895749422,"Counter({'1953__113__117': 0.8532041334424284, '1953 .__113__119': 0.46516941074273715})",0.6968261558930012,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",1953__113__117,17,0.8532041334424284,0.85,1.0
22.0,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7006947895749422,"Counter({'1953__113__117': 0.8532041334424284, '1953 .__113__119': 0.46516941074273715})",0.6968261558930012,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",1953 .__113__119,9,0.4651694107427372,0.45,0.0
22.0,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7006947895749422,"Counter({'1953__113__117': 0.8532041334424284, '1953 .__113__119': 0.46516941074273715})",0.6968261558930012,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",no_time,0,0.0,0.0,0.0
21.35,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'1953__71__75': 19, 'no_time': 1})",20,2,20,0.9220567589223739,"Counter({'1953__71__75': 0.9615331193586711, 'no_time': 0.03846688064132885})",0.9,"Counter({'1953__71__75': 0.95, 'no_time': 0.05})",1953__71__75,19,0.9615331193586713,0.95,1.0
21.35,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328291,"Counter({'1953__71__75': 19, 'no_time': 1})",20,2,20,0.9220567589223739,"Counter({'1953__71__75': 0.9615331193586711, 'no_time': 0.03846688064132885})",0.9,"Counter({'1953__71__75': 0.95, 'no_time': 0.05})",no_time,1,0.03846688064132885,0.05,0.0
