duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
25.7,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'12 and 18 months__58__74': 20, '18 months__65__74': 10, '12__58__60': 8, 'and__61__64': 1})",39,4,20,0.7633812661993069,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.525352369508732, '12__58__60': 0.41780208424877074, 'and__61__64': 0.05495733457074006})",0.7655999894150362,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.5, '12__58__60': 0.4, 'and__61__64': 0.05})",18 months__65__74,10,0.525352369508732,0.5,1.0
25.7,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'12 and 18 months__58__74': 20, '18 months__65__74': 10, '12__58__60': 8, 'and__61__64': 1})",39,4,20,0.7633812661993069,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.525352369508732, '12__58__60': 0.41780208424877074, 'and__61__64': 0.05495733457074006})",0.7655999894150362,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.5, '12__58__60': 0.4, 'and__61__64': 0.05})",12 and 18 months__58__74,20,1.0,1.0,0.0
25.7,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'12 and 18 months__58__74': 20, '18 months__65__74': 10, '12__58__60': 8, 'and__61__64': 1})",39,4,20,0.7633812661993069,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.525352369508732, '12__58__60': 0.41780208424877074, 'and__61__64': 0.05495733457074006})",0.7655999894150362,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.5, '12__58__60': 0.4, 'and__61__64': 0.05})",12__58__60,8,0.4178020842487707,0.4,1.0
25.7,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'12 and 18 months__58__74': 20, '18 months__65__74': 10, '12__58__60': 8, 'and__61__64': 1})",39,4,20,0.7633812661993069,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.525352369508732, '12__58__60': 0.41780208424877074, 'and__61__64': 0.05495733457074006})",0.7655999894150362,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.5, '12__58__60': 0.4, 'and__61__64': 0.05})",and__61__64,1,0.05495733457074006,0.05,0.0
25.7,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'12 and 18 months__58__74': 20, '18 months__65__74': 10, '12__58__60': 8, 'and__61__64': 1})",39,4,20,0.7633812661993069,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.525352369508732, '12__58__60': 0.41780208424877074, 'and__61__64': 0.05495733457074006})",0.7655999894150362,"Counter({'12 and 18 months__58__74': 1.0, '18 months__65__74': 0.5, '12__58__60': 0.4, 'and__61__64': 0.05})",no_time,0,0.0,0.0,0.0
43.85,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'1953__113__117': 18, '1953 .__113__119': 9})",27,2,20,0.7559309543052891,"Counter({'1953__113__117': 0.9118285158568853, '1953 .__113__119': 0.4739311501291731})",0.7439300899367163,"Counter({'1953__113__117': 0.9, '1953 .__113__119': 0.45})",1953__113__117,18,0.9118285158568852,0.9,1.0
43.85,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'1953__113__117': 18, '1953 .__113__119': 9})",27,2,20,0.7559309543052891,"Counter({'1953__113__117': 0.9118285158568853, '1953 .__113__119': 0.4739311501291731})",0.7439300899367163,"Counter({'1953__113__117': 0.9, '1953 .__113__119': 0.45})",1953 .__113__119,9,0.4739311501291731,0.45,0.0
43.85,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328282,"Counter({'1953__113__117': 18, '1953 .__113__119': 9})",27,2,20,0.7559309543052891,"Counter({'1953__113__117': 0.9118285158568853, '1953 .__113__119': 0.4739311501291731})",0.7439300899367163,"Counter({'1953__113__117': 0.9, '1953 .__113__119': 0.45})",no_time,0,0.0,0.0,0.0
60.35,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328282,Counter({'1953__71__75': 20}),20,1,20,1.0,Counter({'1953__71__75': 1.0}),1.0,Counter({'1953__71__75': 1.0}),1953__71__75,20,1.0,1.0,1.0
60.35,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328282,Counter({'1953__71__75': 20}),20,1,20,1.0,Counter({'1953__71__75': 1.0}),1.0,Counter({'1953__71__75': 1.0}),no_time,0,0.0,0.0,0.0
