duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
26.95,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'12 and 18 months__58__74': 19, '18 months__65__74': 9, '12__58__60': 4})",32,3,20,0.7465814137440769,"Counter({'12 and 18 months__58__74': 0.9467932600351966, '18 months__65__74': 0.4932642429310688, '12__58__60': 0.2157675149522574})",0.7533703700274569,"Counter({'12 and 18 months__58__74': 0.95, '18 months__65__74': 0.45, '12__58__60': 0.2})",18 months__65__74,9,0.4932642429310688,0.45,1.0
26.95,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'12 and 18 months__58__74': 19, '18 months__65__74': 9, '12__58__60': 4})",32,3,20,0.7465814137440769,"Counter({'12 and 18 months__58__74': 0.9467932600351966, '18 months__65__74': 0.4932642429310688, '12__58__60': 0.2157675149522574})",0.7533703700274569,"Counter({'12 and 18 months__58__74': 0.95, '18 months__65__74': 0.45, '12__58__60': 0.2})",12 and 18 months__58__74,19,0.9467932600351966,0.95,0.0
26.95,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'12 and 18 months__58__74': 19, '18 months__65__74': 9, '12__58__60': 4})",32,3,20,0.7465814137440769,"Counter({'12 and 18 months__58__74': 0.9467932600351966, '18 months__65__74': 0.4932642429310688, '12__58__60': 0.2157675149522574})",0.7533703700274569,"Counter({'12 and 18 months__58__74': 0.95, '18 months__65__74': 0.45, '12__58__60': 0.2})",12__58__60,4,0.2157675149522574,0.2,1.0
26.95,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'12 and 18 months__58__74': 19, '18 months__65__74': 9, '12__58__60': 4})",32,3,20,0.7465814137440769,"Counter({'12 and 18 months__58__74': 0.9467932600351966, '18 months__65__74': 0.4932642429310688, '12__58__60': 0.2157675149522574})",0.7533703700274569,"Counter({'12 and 18 months__58__74': 0.95, '18 months__65__74': 0.45, '12__58__60': 0.2})",and__61__64,0,0.0,0.0,0.0
26.95,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64,bbc_20130322_332,bp expects the share buyback programme could take between 12 and 18 months to complete .,BP expects the share buyback programme could take between 12 and 18 months to complete .,6,2,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'12 and 18 months__58__74': 19, '18 months__65__74': 9, '12__58__60': 4})",32,3,20,0.7465814137440769,"Counter({'12 and 18 months__58__74': 0.9467932600351966, '18 months__65__74': 0.4932642429310688, '12__58__60': 0.2157675149522574})",0.7533703700274569,"Counter({'12 and 18 months__58__74': 0.95, '18 months__65__74': 0.45, '12__58__60': 0.2})",no_time,0,0.0,0.0,0.0
19.15,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7303612920150209,"Counter({'1953__113__117': 0.8867634437418053, '1953 .__113__119': 0.4290358684342322})",0.696826155893001,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",1953__113__117,17,0.8867634437418053,0.85,1.0
19.15,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7303612920150209,"Counter({'1953__113__117': 0.8867634437418053, '1953 .__113__119': 0.4290358684342322})",0.696826155893001,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",1953 .__113__119,9,0.4290358684342322,0.45,0.0
19.15,1953__113__117###1953 .__113__119,bbc_20130322_1150,new zealand-born mr lowe was part of the team that helped sir edmund hillary and tenzing norgay to the summit in 1953 .,New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953 .,2,1,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'1953__113__117': 17, '1953 .__113__119': 9})",26,2,20,0.7303612920150209,"Counter({'1953__113__117': 0.8867634437418053, '1953 .__113__119': 0.4290358684342322})",0.696826155893001,"Counter({'1953__113__117': 0.85, '1953 .__113__119': 0.45})",no_time,0,0.0,0.0,0.0
28.65,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'1953__71__75': 18, 'no_time': 2})",20,2,20,0.8824156145934872,"Counter({'1953__71__75': 0.9407971486469816, 'no_time': 0.05920285135301846})",0.8105263157894737,"Counter({'1953__71__75': 0.9, 'no_time': 0.1})",1953__71__75,18,0.9407971486469816,0.9,1.0
28.65,1953__71__75,bbc_20130322_1150,the last surviving member of the team which first conquered everest in 1953 has died in a derbyshire nursing home .,The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home .,0,1,../../data/pilot_crowd_data/raw_data/f1328287,"Counter({'1953__71__75': 18, 'no_time': 2})",20,2,20,0.8824156145934872,"Counter({'1953__71__75': 0.9407971486469816, 'no_time': 0.05920285135301846})",0.8105263157894737,"Counter({'1953__71__75': 0.9, 'no_time': 0.1})",no_time,2,0.05920285135301846,0.1,0.0
