duration,input.all_runs_events,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_event,no_of_annotations,validated_event_final_score,validated_event_initial_score,Experts
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",informed__37__45,17,0.925614422861986,0.85,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",face__69__73,15,0.8166798165811924,0.75,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",investigation__83__96,17,0.9133140682676588,0.85,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",abused__113__119,15,0.8198115634662071,0.75,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",get__230__233,13,0.7529089635232472,0.65,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",campaign__266__274,11,0.5957464543811524,0.55,1.0
44.4,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,nyt_20130321_sarkozy,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0","Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'informed__37__45': 17, 'investigation__83__96': 17, 'abused__113__119': 15, 'face__69__73': 15, 'get__230__233': 13, 'campaign__266__274': 11})",88,6,20,0.7883391375826845,"Counter({'informed__37__45': 0.925614422861986, 'investigation__83__96': 0.9133140682676588, 'abused__113__119': 0.8198115634662071, 'face__69__73': 0.8166798165811924, 'get__230__233': 0.7529089635232472, 'campaign__266__274': 0.5957464543811524})",0.7015148772619684,"Counter({'informed__37__45': 0.85, 'investigation__83__96': 0.85, 'abused__113__119': 0.75, 'face__69__73': 0.75, 'get__230__233': 0.65, 'campaign__266__274': 0.55})",no_event,0,0.0,0.0,0.0
48.85,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'denied__16__22': 15, 'alleged__159__166': 15, 'campaign__41__49': 13, 'denied accepting__16__32': 13, 'accepting__23__32': 12})",68,5,20,0.7056959744980853,"Counter({'alleged__159__166': 0.8353997368199758, 'denied__16__22': 0.811348469280398, 'accepting__23__32': 0.6727592651949034, 'denied accepting__16__32': 0.6720652709355448, 'campaign__41__49': 0.6678269590450631})",0.6437563596704943,"Counter({'denied__16__22': 0.75, 'alleged__159__166': 0.75, 'campaign__41__49': 0.65, 'denied accepting__16__32': 0.65, 'accepting__23__32': 0.6})",denied__16__22,15,0.8113484692803979,0.75,1.0
48.85,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'denied__16__22': 15, 'alleged__159__166': 15, 'campaign__41__49': 13, 'denied accepting__16__32': 13, 'accepting__23__32': 12})",68,5,20,0.7056959744980853,"Counter({'alleged__159__166': 0.8353997368199758, 'denied__16__22': 0.811348469280398, 'accepting__23__32': 0.6727592651949034, 'denied accepting__16__32': 0.6720652709355448, 'campaign__41__49': 0.6678269590450631})",0.6437563596704943,"Counter({'denied__16__22': 0.75, 'alleged__159__166': 0.75, 'campaign__41__49': 0.65, 'denied accepting__16__32': 0.65, 'accepting__23__32': 0.6})",accepting__23__32,12,0.6727592651949034,0.6,1.0
48.85,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1323744_things_allmotivation,"Counter({'denied__16__22': 15, 'alleged__159__166': 15, 'campaign__41__49': 13, 'denied accepting__16__32': 13, 'accepting__23__32': 12})",68,5,20,0.7056959744980853,"Counter({'alleged__159__166': 0.8353997368199758, 'denied__16__22': 0.811348469280398, 'accepting__23__32': 0.6727592651949034, 'denied accepting__16__32': 0.6720652709355448, 'campaign__41__49': 0.6678269590450631})",0.6437563596704943,"Counter({'denied__16__22': 0.75, 'alleged__159__166': 0.75, 'campaign__41__49': 0.65, 'denied accepting__16__32': 0.65, 'accepting__23__32': 0.6})",alleged__159__166,15,0.8353997368199758,0.75,1.0
