tp,tn,fp,fn,p,r,a,f1
43,89,18,15,0.7049180327868853,0.7413793103448276,0.8,0.7226890756302522
42,89,18,16,0.7,0.7241379310344828,0.793939393939394,0.711864406779661
42,91,16,16,0.7241379310344828,0.7241379310344828,0.806060606060606,0.7241379310344829
43,90,17,15,0.7166666666666667,0.7413793103448276,0.806060606060606,0.728813559322034
43,92,15,15,0.7413793103448276,0.7413793103448276,0.8181818181818182,0.7413793103448276
43,88,19,15,0.6935483870967742,0.7413793103448276,0.793939393939394,0.7166666666666668
40,95,12,18,0.7692307692307693,0.6896551724137931,0.8181818181818182,0.7272727272727274
44,88,19,14,0.6984126984126984,0.7586206896551724,0.8,0.7272727272727273
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
46,90,17,12,0.7301587301587301,0.7931034482758621,0.8242424242424242,0.7603305785123967
44,88,19,14,0.6984126984126984,0.7586206896551724,0.8,0.7272727272727273
45,93,14,13,0.7627118644067796,0.7758620689655172,0.8363636363636363,0.7692307692307694
40,89,18,18,0.6896551724137931,0.6896551724137931,0.7818181818181819,0.6896551724137931
41,88,19,17,0.6833333333333333,0.7068965517241379,0.7818181818181819,0.6949152542372882
41,95,12,17,0.7735849056603774,0.7068965517241379,0.8242424242424242,0.7387387387387387
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
42,87,20,16,0.6774193548387096,0.7241379310344828,0.7818181818181819,0.7
42,92,15,16,0.7368421052631579,0.7241379310344828,0.8121212121212121,0.7304347826086957
45,88,19,13,0.703125,0.7758620689655172,0.806060606060606,0.7377049180327868
46,87,20,12,0.696969696969697,0.7931034482758621,0.806060606060606,0.7419354838709677
41,88,19,17,0.6833333333333333,0.7068965517241379,0.7818181818181819,0.6949152542372882
42,92,15,16,0.7368421052631579,0.7241379310344828,0.8121212121212121,0.7304347826086957
44,91,16,14,0.7333333333333333,0.7586206896551724,0.8181818181818182,0.7457627118644068
42,87,20,16,0.6774193548387096,0.7241379310344828,0.7818181818181819,0.7
43,89,18,15,0.7049180327868853,0.7413793103448276,0.8,0.7226890756302522
44,90,17,14,0.7213114754098361,0.7586206896551724,0.8121212121212121,0.7394957983193277
44,87,20,14,0.6875,0.7586206896551724,0.793939393939394,0.7213114754098361
42,91,16,16,0.7241379310344828,0.7241379310344828,0.806060606060606,0.7241379310344829
41,88,19,17,0.6833333333333333,0.7068965517241379,0.7818181818181819,0.6949152542372882
41,88,19,17,0.6833333333333333,0.7068965517241379,0.7818181818181819,0.6949152542372882
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
43,92,15,15,0.7413793103448276,0.7413793103448276,0.8181818181818182,0.7413793103448276
43,91,16,15,0.7288135593220338,0.7413793103448276,0.8121212121212121,0.735042735042735
39,90,17,19,0.6964285714285714,0.6724137931034483,0.7818181818181819,0.6842105263157895
44,92,15,14,0.7457627118644068,0.7586206896551724,0.8242424242424242,0.752136752136752
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
40,84,23,18,0.6349206349206349,0.6896551724137931,0.7515151515151515,0.6611570247933884
45,85,22,13,0.6716417910447762,0.7758620689655172,0.7878787878787878,0.7200000000000001
45,86,21,13,0.6818181818181818,0.7758620689655172,0.793939393939394,0.7258064516129032
46,85,22,12,0.6764705882352942,0.7931034482758621,0.793939393939394,0.7301587301587301
48,88,19,10,0.7164179104477612,0.8275862068965517,0.8242424242424242,0.768
41,95,12,17,0.7735849056603774,0.7068965517241379,0.8242424242424242,0.7387387387387387
40,87,20,18,0.6666666666666666,0.6896551724137931,0.7696969696969697,0.6779661016949153
43,84,23,15,0.6515151515151515,0.7413793103448276,0.7696969696969697,0.6935483870967741
44,88,19,14,0.6984126984126984,0.7586206896551724,0.8,0.7272727272727273
41,88,19,17,0.6833333333333333,0.7068965517241379,0.7818181818181819,0.6949152542372882
44,86,21,14,0.676923076923077,0.7586206896551724,0.7878787878787878,0.7154471544715447
39,93,14,19,0.7358490566037735,0.6724137931034483,0.8,0.7027027027027026
41,91,16,17,0.7192982456140351,0.7068965517241379,0.8,0.7130434782608696
39,91,16,19,0.7090909090909091,0.6724137931034483,0.7878787878787878,0.6902654867256638
47,87,20,11,0.7014925373134329,0.8103448275862069,0.8121212121212121,0.752
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
41,90,17,17,0.7068965517241379,0.7068965517241379,0.793939393939394,0.7068965517241379
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
43,86,21,15,0.671875,0.7413793103448276,0.7818181818181819,0.7049180327868853
44,89,18,14,0.7096774193548387,0.7586206896551724,0.806060606060606,0.7333333333333333
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
42,89,18,16,0.7,0.7241379310344828,0.793939393939394,0.711864406779661
43,91,16,15,0.7288135593220338,0.7413793103448276,0.8121212121212121,0.735042735042735
43,85,22,15,0.6615384615384615,0.7413793103448276,0.7757575757575758,0.6991869918699186
45,86,21,13,0.6818181818181818,0.7758620689655172,0.793939393939394,0.7258064516129032
41,92,15,17,0.7321428571428571,0.7068965517241379,0.806060606060606,0.719298245614035
39,86,21,19,0.65,0.6724137931034483,0.7575757575757576,0.6610169491525424
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
38,96,11,20,0.7755102040816326,0.6551724137931034,0.8121212121212121,0.7102803738317757
43,90,17,15,0.7166666666666667,0.7413793103448276,0.806060606060606,0.728813559322034
40,88,19,18,0.6779661016949152,0.6896551724137931,0.7757575757575758,0.6837606837606838
40,94,13,18,0.7547169811320755,0.6896551724137931,0.8121212121212121,0.7207207207207208
42,95,12,16,0.7777777777777778,0.7241379310344828,0.8303030303030303,0.75
45,88,19,13,0.703125,0.7758620689655172,0.806060606060606,0.7377049180327868
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
43,90,17,15,0.7166666666666667,0.7413793103448276,0.806060606060606,0.728813559322034
45,90,17,13,0.7258064516129032,0.7758620689655172,0.8181818181818182,0.7500000000000001
45,90,17,13,0.7258064516129032,0.7758620689655172,0.8181818181818182,0.7500000000000001
45,88,19,13,0.703125,0.7758620689655172,0.806060606060606,0.7377049180327868
