tp,tn,fp,fn,p,r,a,f1
39,96,11,19,0.78,0.6724137931034483,0.8181818181818182,0.7222222222222223
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
42,89,18,16,0.7,0.7241379310344828,0.793939393939394,0.711864406779661
40,99,8,18,0.8333333333333334,0.6896551724137931,0.8424242424242424,0.7547169811320755
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
37,99,8,21,0.8222222222222222,0.6379310344827587,0.8242424242424242,0.7184466019417477
42,94,13,16,0.7636363636363637,0.7241379310344828,0.8242424242424242,0.7433628318584072
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
42,95,12,16,0.7777777777777778,0.7241379310344828,0.8303030303030303,0.75
40,93,14,18,0.7407407407407407,0.6896551724137931,0.806060606060606,0.7142857142857143
46,87,20,12,0.696969696969697,0.7931034482758621,0.806060606060606,0.7419354838709677
40,90,17,18,0.7017543859649122,0.6896551724137931,0.7878787878787878,0.6956521739130435
42,94,13,16,0.7636363636363637,0.7241379310344828,0.8242424242424242,0.7433628318584072
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
42,94,13,16,0.7636363636363637,0.7241379310344828,0.8242424242424242,0.7433628318584072
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
41,92,15,17,0.7321428571428571,0.7068965517241379,0.806060606060606,0.719298245614035
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
42,92,15,16,0.7368421052631579,0.7241379310344828,0.8121212121212121,0.7304347826086957
39,93,14,19,0.7358490566037735,0.6724137931034483,0.8,0.7027027027027026
40,97,10,18,0.8,0.6896551724137931,0.8303030303030303,0.7407407407407408
41,93,14,17,0.7454545454545455,0.7068965517241379,0.8121212121212121,0.7256637168141592
43,90,17,15,0.7166666666666667,0.7413793103448276,0.806060606060606,0.728813559322034
40,97,10,18,0.8,0.6896551724137931,0.8303030303030303,0.7407407407407408
37,98,9,21,0.8043478260869565,0.6379310344827587,0.8181818181818182,0.7115384615384616
39,93,14,19,0.7358490566037735,0.6724137931034483,0.8,0.7027027027027026
40,98,9,18,0.8163265306122449,0.6896551724137931,0.8363636363636363,0.7476635514018692
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
41,93,14,17,0.7454545454545455,0.7068965517241379,0.8121212121212121,0.7256637168141592
39,96,11,19,0.78,0.6724137931034483,0.8181818181818182,0.7222222222222223
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
45,89,18,13,0.7142857142857143,0.7758620689655172,0.8121212121212121,0.7438016528925621
42,92,15,16,0.7368421052631579,0.7241379310344828,0.8121212121212121,0.7304347826086957
43,91,16,15,0.7288135593220338,0.7413793103448276,0.8121212121212121,0.735042735042735
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
41,94,13,17,0.7592592592592593,0.7068965517241379,0.8181818181818182,0.7321428571428572
39,93,14,19,0.7358490566037735,0.6724137931034483,0.8,0.7027027027027026
47,92,15,11,0.7580645161290323,0.8103448275862069,0.8424242424242424,0.7833333333333333
38,91,16,20,0.7037037037037037,0.6551724137931034,0.7818181818181819,0.6785714285714286
42,91,16,16,0.7241379310344828,0.7241379310344828,0.806060606060606,0.7241379310344829
40,92,15,18,0.7272727272727273,0.6896551724137931,0.8,0.7079646017699116
37,95,12,21,0.7551020408163265,0.6379310344827587,0.8,0.6915887850467289
41,92,15,17,0.7321428571428571,0.7068965517241379,0.806060606060606,0.719298245614035
41,96,11,17,0.7884615384615384,0.7068965517241379,0.8303030303030303,0.7454545454545455
45,87,20,13,0.6923076923076923,0.7758620689655172,0.8,0.7317073170731708
42,97,10,16,0.8076923076923077,0.7241379310344828,0.8424242424242424,0.7636363636363636
38,96,11,20,0.7755102040816326,0.6551724137931034,0.8121212121212121,0.7102803738317757
43,92,15,15,0.7413793103448276,0.7413793103448276,0.8181818181818182,0.7413793103448276
41,92,15,17,0.7321428571428571,0.7068965517241379,0.806060606060606,0.719298245614035
43,91,16,15,0.7288135593220338,0.7413793103448276,0.8121212121212121,0.735042735042735
42,86,21,16,0.6666666666666666,0.7241379310344828,0.7757575757575758,0.6942148760330579
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
42,95,12,16,0.7777777777777778,0.7241379310344828,0.8303030303030303,0.75
41,96,11,17,0.7884615384615384,0.7068965517241379,0.8303030303030303,0.7454545454545455
41,92,15,17,0.7321428571428571,0.7068965517241379,0.806060606060606,0.719298245614035
39,92,15,19,0.7222222222222222,0.6724137931034483,0.793939393939394,0.6964285714285714
40,94,13,18,0.7547169811320755,0.6896551724137931,0.8121212121212121,0.7207207207207208
36,94,13,22,0.7346938775510204,0.6206896551724138,0.7878787878787878,0.6728971962616822
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
38,87,20,20,0.6551724137931034,0.6551724137931034,0.7575757575757576,0.6551724137931034
37,94,13,21,0.74,0.6379310344827587,0.793939393939394,0.6851851851851852
40,94,13,18,0.7547169811320755,0.6896551724137931,0.8121212121212121,0.7207207207207208
41,96,11,17,0.7884615384615384,0.7068965517241379,0.8303030303030303,0.7454545454545455
38,98,9,20,0.8085106382978723,0.6551724137931034,0.8242424242424242,0.7238095238095238
42,96,11,16,0.7924528301886793,0.7241379310344828,0.8363636363636363,0.7567567567567567
45,98,9,13,0.8333333333333334,0.7758620689655172,0.8666666666666667,0.8035714285714286
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
