tp,tn,fp,fn,p,r,a,f1
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
46,97,10,12,0.8214285714285714,0.7931034482758621,0.8666666666666667,0.8070175438596492
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
42,97,10,16,0.8076923076923077,0.7241379310344828,0.8424242424242424,0.7636363636363636
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
42,95,12,16,0.7777777777777778,0.7241379310344828,0.8303030303030303,0.75
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
42,97,10,16,0.8076923076923077,0.7241379310344828,0.8424242424242424,0.7636363636363636
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
46,97,10,12,0.8214285714285714,0.7931034482758621,0.8666666666666667,0.8070175438596492
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
47,97,10,11,0.8245614035087719,0.8103448275862069,0.8727272727272727,0.8173913043478261
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
46,98,9,12,0.8363636363636363,0.7931034482758621,0.8727272727272727,0.8141592920353982
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
46,96,11,12,0.8070175438596491,0.7931034482758621,0.8606060606060606,0.8
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
46,96,11,12,0.8070175438596491,0.7931034482758621,0.8606060606060606,0.8
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
