tp,tn,fp,fn,p,r,a,f1
146,226,66,19,0.6886792452830188,0.8848484848484849,0.8140043763676149,0.7745358090185677
142,212,80,23,0.6396396396396397,0.8606060606060606,0.774617067833698,0.7338501291989665
139,233,59,26,0.702020202020202,0.8424242424242424,0.8140043763676149,0.7658402203856749
136,222,70,29,0.6601941747572816,0.8242424242424242,0.7833698030634574,0.7331536388140161
139,224,68,26,0.6714975845410628,0.8424242424242424,0.7943107221006565,0.7473118279569892
130,241,51,35,0.7182320441988951,0.7878787878787878,0.811816192560175,0.7514450867052024
148,233,59,17,0.714975845410628,0.896969696969697,0.8336980306345733,0.7956989247311828
139,233,59,26,0.702020202020202,0.8424242424242424,0.8140043763676149,0.7658402203856749
152,225,67,13,0.6940639269406392,0.9212121212121213,0.824945295404814,0.7916666666666666
140,219,73,25,0.6572769953051644,0.8484848484848485,0.7855579868708972,0.7407407407407407
145,235,57,20,0.7178217821782178,0.8787878787878788,0.8315098468271335,0.7901907356948229
139,224,68,26,0.6714975845410628,0.8424242424242424,0.7943107221006565,0.7473118279569892
142,220,72,23,0.6635514018691588,0.8606060606060606,0.7921225382932167,0.7493403693931397
142,230,62,23,0.696078431372549,0.8606060606060606,0.8140043763676149,0.7696476964769647
147,216,76,18,0.6591928251121076,0.8909090909090909,0.7943107221006565,0.7577319587628866
133,231,61,32,0.6855670103092784,0.806060606060606,0.7964989059080962,0.7409470752089137
139,231,61,26,0.695,0.8424242424242424,0.8096280087527352,0.7616438356164382
132,218,74,33,0.6407766990291263,0.8,0.7658643326039387,0.711590296495957
133,227,65,32,0.6717171717171717,0.806060606060606,0.787746170678337,0.7327823691460055
142,233,59,23,0.7064676616915423,0.8606060606060606,0.8205689277899344,0.7759562841530054
143,244,48,22,0.7486910994764397,0.8666666666666667,0.8468271334792122,0.8033707865168539
148,208,84,17,0.6379310344827587,0.896969696969697,0.7789934354485777,0.7455919395465995
141,231,61,24,0.698019801980198,0.8545454545454545,0.8140043763676149,0.768392370572207
136,227,65,29,0.6766169154228856,0.8242424242424242,0.7943107221006565,0.7431693989071038
141,214,78,24,0.6438356164383562,0.8545454545454545,0.7768052516411379,0.7343750000000001
147,222,70,18,0.6774193548387096,0.8909090909090909,0.8074398249452954,0.769633507853403
140,221,71,25,0.6635071090047393,0.8484848484848485,0.7899343544857768,0.7446808510638299
138,233,59,27,0.700507614213198,0.8363636363636363,0.811816192560175,0.7624309392265193
142,214,78,23,0.6454545454545455,0.8606060606060606,0.7789934354485777,0.7376623376623377
151,232,60,14,0.7156398104265402,0.9151515151515152,0.838074398249453,0.803191489361702
136,227,65,29,0.6766169154228856,0.8242424242424242,0.7943107221006565,0.7431693989071038
146,231,61,19,0.7053140096618358,0.8848484848484849,0.824945295404814,0.7849462365591399
142,230,62,23,0.696078431372549,0.8606060606060606,0.8140043763676149,0.7696476964769647
145,207,85,20,0.6304347826086957,0.8787878787878788,0.7702407002188184,0.7341772151898734
