tp,tn,fp,fn,p,r,a,f1
118,218,74,47,0.6145833333333334,0.7151515151515152,0.7352297592997812,0.6610644257703082
129,231,61,36,0.6789473684210526,0.7818181818181819,0.787746170678337,0.7267605633802817
121,234,58,44,0.6759776536312849,0.7333333333333333,0.7768052516411379,0.7034883720930233
122,234,58,43,0.6777777777777778,0.7393939393939394,0.7789934354485777,0.7072463768115941
107,225,67,58,0.6149425287356322,0.6484848484848484,0.7264770240700219,0.631268436578171
113,235,57,52,0.6647058823529411,0.6848484848484848,0.7614879649890591,0.6746268656716418
134,193,99,31,0.575107296137339,0.8121212121212121,0.7155361050328227,0.6733668341708543
134,204,88,31,0.6036036036036037,0.8121212121212121,0.7396061269146609,0.6925064599483205
122,206,86,43,0.5865384615384616,0.7393939393939394,0.7177242888402626,0.6541554959785523
122,221,71,43,0.6321243523316062,0.7393939393939394,0.75054704595186,0.6815642458100559
124,224,68,41,0.6458333333333334,0.7515151515151515,0.7614879649890591,0.6946778711484594
126,234,58,39,0.6847826086956522,0.7636363636363637,0.787746170678337,0.7220630372492837
112,225,67,53,0.6256983240223464,0.6787878787878788,0.737417943107221,0.6511627906976745
119,219,73,46,0.6197916666666666,0.7212121212121212,0.7396061269146609,0.6666666666666667
119,217,75,46,0.6134020618556701,0.7212121212121212,0.7352297592997812,0.6629526462395544
133,223,69,32,0.6584158415841584,0.806060606060606,0.7789934354485777,0.7247956403269754
124,224,68,41,0.6458333333333334,0.7515151515151515,0.7614879649890591,0.6946778711484594
125,234,58,40,0.6830601092896175,0.7575757575757576,0.7855579868708972,0.7183908045977012
129,231,61,36,0.6789473684210526,0.7818181818181819,0.787746170678337,0.7267605633802817
133,229,63,32,0.6785714285714286,0.806060606060606,0.7921225382932167,0.736842105263158
123,219,73,42,0.6275510204081632,0.7454545454545455,0.7483588621444202,0.6814404432132963
124,208,84,41,0.5961538461538461,0.7515151515151515,0.7264770240700219,0.6648793565683645
118,215,77,47,0.6051282051282051,0.7151515151515152,0.7286652078774617,0.6555555555555556
132,213,79,33,0.6255924170616114,0.8,0.7549234135667396,0.7021276595744681
112,219,73,53,0.6054054054054054,0.6787878787878788,0.7242888402625821,0.6400000000000001
127,221,71,38,0.6414141414141414,0.7696969696969697,0.7614879649890591,0.6997245179063362
123,222,70,42,0.6373056994818653,0.7454545454545455,0.7549234135667396,0.6871508379888268
124,204,88,41,0.5849056603773585,0.7515151515151515,0.7177242888402626,0.6578249336870026
130,213,79,35,0.6220095693779905,0.7878787878787878,0.75054704595186,0.695187165775401
121,232,60,44,0.6685082872928176,0.7333333333333333,0.7724288840262582,0.699421965317919
130,200,92,35,0.5855855855855856,0.7878787878787878,0.7221006564551422,0.6718346253229974
127,225,67,38,0.654639175257732,0.7696969696969697,0.7702407002188184,0.7075208913649025
135,224,68,30,0.6650246305418719,0.8181818181818182,0.7855579868708972,0.733695652173913
142,207,85,23,0.6255506607929515,0.8606060606060606,0.7636761487964989,0.7244897959183674
113,233,59,52,0.6569767441860465,0.6848484848484848,0.7571115973741794,0.6706231454005934
136,218,74,29,0.6476190476190476,0.8242424242424242,0.774617067833698,0.7253333333333334
124,226,66,41,0.6526315789473685,0.7515151515151515,0.7658643326039387,0.6985915492957747
116,220,72,49,0.6170212765957447,0.703030303030303,0.7352297592997812,0.6572237960339944
128,216,76,37,0.6274509803921569,0.7757575757575758,0.7527352297592997,0.6937669376693766
114,229,63,51,0.6440677966101694,0.6909090909090909,0.75054704595186,0.6666666666666665
115,227,65,50,0.6388888888888888,0.696969696969697,0.7483588621444202,0.6666666666666666
131,231,61,34,0.6822916666666666,0.793939393939394,0.7921225382932167,0.7338935574229692
127,216,76,38,0.625615763546798,0.7696969696969697,0.75054704595186,0.6902173913043479
123,202,90,42,0.5774647887323944,0.7454545454545455,0.7111597374179431,0.6507936507936508
