tp,tn,fp,fn,p,r,a,f1
128,231,61,37,0.6772486772486772,0.7757575757575758,0.7855579868708972,0.7231638418079095
133,232,60,32,0.689119170984456,0.806060606060606,0.7986870897155361,0.7430167597765364
138,222,70,27,0.6634615384615384,0.8363636363636363,0.787746170678337,0.7399463806970509
130,225,67,35,0.6598984771573604,0.7878787878787878,0.7768052516411379,0.7182320441988951
133,224,68,32,0.6616915422885572,0.806060606060606,0.7811816192560175,0.726775956284153
139,218,74,26,0.6525821596244131,0.8424242424242424,0.7811816192560175,0.7354497354497354
147,220,72,18,0.6712328767123288,0.8909090909090909,0.8030634573304157,0.7656250000000001
144,209,83,21,0.6343612334801763,0.8727272727272727,0.7724288840262582,0.7346938775510204
129,227,65,36,0.6649484536082474,0.7818181818181819,0.7789934354485777,0.7186629526462395
141,230,62,24,0.6945812807881774,0.8545454545454545,0.811816192560175,0.7663043478260869
137,214,78,28,0.6372093023255814,0.8303030303030303,0.7680525164113785,0.7210526315789474
115,226,66,50,0.6353591160220995,0.696969696969697,0.7461706783369803,0.6647398843930636
138,221,71,27,0.6602870813397129,0.8363636363636363,0.7855579868708972,0.7379679144385026
142,216,76,23,0.6513761467889908,0.8606060606060606,0.7833698030634574,0.7415143603133159
144,211,81,21,0.64,0.8727272727272727,0.7768052516411379,0.7384615384615385
140,215,77,25,0.6451612903225806,0.8484848484848485,0.7768052516411379,0.7329842931937173
147,231,61,18,0.7067307692307693,0.8909090909090909,0.8271334792122538,0.7882037533512064
137,228,64,28,0.681592039800995,0.8303030303030303,0.7986870897155361,0.7486338797814208
143,212,80,22,0.6412556053811659,0.8666666666666667,0.7768052516411379,0.7371134020618556
136,216,76,29,0.6415094339622641,0.8242424242424242,0.7702407002188184,0.7214854111405835
140,211,81,25,0.6334841628959276,0.8484848484848485,0.7680525164113785,0.7253886010362693
139,214,78,26,0.6405529953917051,0.8424242424242424,0.7724288840262582,0.7277486910994765
137,232,60,28,0.6954314720812182,0.8303030303030303,0.8074398249452954,0.7569060773480663
136,220,72,29,0.6538461538461539,0.8242424242424242,0.7789934354485777,0.7292225201072386
133,211,81,32,0.6214953271028038,0.806060606060606,0.7527352297592997,0.7018469656992085
126,240,52,39,0.7078651685393258,0.7636363636363637,0.8008752735229759,0.7346938775510203
132,205,87,33,0.6027397260273972,0.8,0.737417943107221,0.6875
138,230,62,27,0.69,0.8363636363636363,0.8052516411378556,0.7561643835616437
121,241,51,44,0.7034883720930233,0.7333333333333333,0.7921225382932167,0.7181008902077151
134,225,67,31,0.6666666666666666,0.8121212121212121,0.7855579868708972,0.7322404371584699
130,229,63,35,0.6735751295336787,0.7878787878787878,0.7855579868708972,0.7262569832402234
122,234,58,43,0.6777777777777778,0.7393939393939394,0.7789934354485777,0.7072463768115941
138,202,90,27,0.6052631578947368,0.8363636363636363,0.7439824945295405,0.7022900763358779
147,198,94,18,0.6099585062240664,0.8909090909090909,0.7549234135667396,0.7241379310344828
142,187,105,23,0.5748987854251012,0.8606060606060606,0.7199124726477024,0.6893203883495145
142,215,77,23,0.6484018264840182,0.8606060606060606,0.7811816192560175,0.7395833333333334
138,227,65,27,0.6798029556650246,0.8363636363636363,0.7986870897155361,0.75
133,227,65,32,0.6717171717171717,0.806060606060606,0.787746170678337,0.7327823691460055
144,209,83,21,0.6343612334801763,0.8727272727272727,0.7724288840262582,0.7346938775510204
133,234,58,32,0.6963350785340314,0.806060606060606,0.8030634573304157,0.7471910112359551
143,217,75,22,0.6559633027522935,0.8666666666666667,0.787746170678337,0.7467362924281984
135,236,56,30,0.7068062827225131,0.8181818181818182,0.811816192560175,0.7584269662921349
134,202,90,31,0.5982142857142857,0.8121212121212121,0.7352297592997812,0.6889460154241646
131,230,62,34,0.6787564766839378,0.793939393939394,0.7899343544857768,0.7318435754189944
134,216,76,31,0.638095238095238,0.8121212121212121,0.7658643326039387,0.7146666666666668
132,225,67,33,0.6633165829145728,0.8,0.7811816192560175,0.7252747252747253
133,220,72,32,0.6487804878048781,0.806060606060606,0.7724288840262582,0.7189189189189189
142,231,61,23,0.6995073891625616,0.8606060606060606,0.8161925601750547,0.7717391304347827
143,193,99,22,0.5909090909090909,0.8666666666666667,0.7352297592997812,0.7027027027027029
124,224,68,41,0.6458333333333334,0.7515151515151515,0.7614879649890591,0.6946778711484594
136,225,67,29,0.6699507389162561,0.8242424242424242,0.7899343544857768,0.7391304347826086
136,219,73,29,0.6507177033492823,0.8242424242424242,0.7768052516411379,0.7272727272727273
130,240,52,35,0.7142857142857143,0.7878787878787878,0.8096280087527352,0.7492795389048993
142,228,64,23,0.6893203883495146,0.8606060606060606,0.8096280087527352,0.7654986522911053
138,217,75,27,0.647887323943662,0.8363636363636363,0.7768052516411379,0.7301587301587301
145,213,79,20,0.6473214285714286,0.8787878787878788,0.7833698030634574,0.7455012853470437
140,214,78,25,0.6422018348623854,0.8484848484848485,0.774617067833698,0.731070496083551
141,214,78,24,0.6438356164383562,0.8545454545454545,0.7768052516411379,0.7343750000000001
126,225,67,39,0.6528497409326425,0.7636363636363637,0.7680525164113785,0.7039106145251397
138,236,56,27,0.711340206185567,0.8363636363636363,0.8183807439824945,0.7688022284122563
134,221,71,31,0.6536585365853659,0.8121212121212121,0.7768052516411379,0.7243243243243244
136,203,89,29,0.6044444444444445,0.8242424242424242,0.7417943107221007,0.6974358974358975
130,228,64,35,0.6701030927835051,0.7878787878787878,0.7833698030634574,0.724233983286908
138,219,73,27,0.6540284360189573,0.8363636363636363,0.7811816192560175,0.7340425531914893
136,218,74,29,0.6476190476190476,0.8242424242424242,0.774617067833698,0.7253333333333334
136,235,57,29,0.7046632124352331,0.8242424242424242,0.811816192560175,0.7597765363128492
135,228,64,30,0.678391959798995,0.8181818181818182,0.7943107221006565,0.7417582417582418
139,215,77,26,0.6435185185185185,0.8424242424242424,0.774617067833698,0.7296587926509186
130,223,69,35,0.6532663316582915,0.7878787878787878,0.7724288840262582,0.7142857142857142
138,219,73,27,0.6540284360189573,0.8363636363636363,0.7811816192560175,0.7340425531914893
141,218,74,24,0.6558139534883721,0.8545454545454545,0.7855579868708972,0.7421052631578948
133,214,78,32,0.6303317535545023,0.806060606060606,0.7592997811816192,0.7074468085106381
129,217,75,36,0.6323529411764706,0.7818181818181819,0.7571115973741794,0.6991869918699187
126,220,72,39,0.6363636363636364,0.7636363636363637,0.7571115973741794,0.694214876033058
144,225,67,21,0.6824644549763034,0.8727272727272727,0.8074398249452954,0.7659574468085106
142,239,53,23,0.7282051282051282,0.8606060606060606,0.8336980306345733,0.788888888888889
141,231,61,24,0.698019801980198,0.8545454545454545,0.8140043763676149,0.768392370572207
137,203,89,28,0.6061946902654868,0.8303030303030303,0.7439824945295405,0.70076726342711
142,207,85,23,0.6255506607929515,0.8606060606060606,0.7636761487964989,0.7244897959183674
133,224,68,32,0.6616915422885572,0.806060606060606,0.7811816192560175,0.726775956284153
135,221,71,30,0.6553398058252428,0.8181818181818182,0.7789934354485777,0.7277628032345014
131,229,63,34,0.6752577319587629,0.793939393939394,0.787746170678337,0.7298050139275766
134,228,64,31,0.6767676767676768,0.8121212121212121,0.7921225382932167,0.7382920110192838
136,231,61,29,0.6903553299492385,0.8242424242424242,0.8030634573304157,0.7513812154696133
133,210,82,32,0.6186046511627907,0.806060606060606,0.75054704595186,0.7
134,222,70,31,0.6568627450980392,0.8121212121212121,0.7789934354485777,0.7262872628726288
130,221,71,35,0.6467661691542289,0.7878787878787878,0.7680525164113785,0.7103825136612021
140,212,80,25,0.6363636363636364,0.8484848484848485,0.7702407002188184,0.7272727272727273
137,200,92,28,0.5982532751091703,0.8303030303030303,0.737417943107221,0.6954314720812182
133,223,69,32,0.6584158415841584,0.806060606060606,0.7789934354485777,0.7247956403269754
131,225,67,34,0.6616161616161617,0.793939393939394,0.7789934354485777,0.721763085399449
135,227,65,30,0.675,0.8181818181818182,0.7921225382932167,0.7397260273972603
131,221,71,34,0.6485148514851485,0.793939393939394,0.7702407002188184,0.7138964577656675
142,235,57,23,0.7135678391959799,0.8606060606060606,0.824945295404814,0.7802197802197802
134,216,76,31,0.638095238095238,0.8121212121212121,0.7658643326039387,0.7146666666666668
136,209,83,29,0.6210045662100456,0.8242424242424242,0.7549234135667396,0.7083333333333334
137,231,61,28,0.6919191919191919,0.8303030303030303,0.8052516411378556,0.7548209366391185
140,227,65,25,0.6829268292682927,0.8484848484848485,0.8030634573304157,0.7567567567567567
134,220,72,31,0.6504854368932039,0.8121212121212121,0.774617067833698,0.7223719676549866
136,224,68,29,0.6666666666666666,0.8242424242424242,0.787746170678337,0.7371273712737128
