tp,tn,fp,fn,p,r,a,f1
154,237,55,11,0.7368421052631579,0.9333333333333333,0.8555798687089715,0.8235294117647058
152,235,57,13,0.7272727272727273,0.9212121212121213,0.8468271334792122,0.8128342245989306
154,233,59,11,0.7230046948356808,0.9333333333333333,0.8468271334792122,0.8148148148148148
154,235,57,11,0.7298578199052133,0.9333333333333333,0.8512035010940919,0.8191489361702127
155,236,56,10,0.7345971563981043,0.9393939393939394,0.8555798687089715,0.824468085106383
155,237,55,10,0.7380952380952381,0.9393939393939394,0.8577680525164114,0.8266666666666667
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
153,236,56,12,0.7320574162679426,0.9272727272727272,0.8512035010940919,0.8181818181818182
155,234,58,10,0.7276995305164319,0.9393939393939394,0.8512035010940919,0.82010582010582
153,236,56,12,0.7320574162679426,0.9272727272727272,0.8512035010940919,0.8181818181818182
153,238,54,12,0.7391304347826086,0.9272727272727272,0.8555798687089715,0.8225806451612903
154,235,57,11,0.7298578199052133,0.9333333333333333,0.8512035010940919,0.8191489361702127
154,237,55,11,0.7368421052631579,0.9333333333333333,0.8555798687089715,0.8235294117647058
153,236,56,12,0.7320574162679426,0.9272727272727272,0.8512035010940919,0.8181818181818182
153,237,55,12,0.7355769230769231,0.9272727272727272,0.8533916849015317,0.8203753351206435
154,234,58,11,0.7264150943396226,0.9333333333333333,0.849015317286652,0.8169761273209549
155,238,54,10,0.7416267942583732,0.9393939393939394,0.8599562363238512,0.8288770053475937
153,238,54,12,0.7391304347826086,0.9272727272727272,0.8555798687089715,0.8225806451612903
151,235,57,14,0.7259615384615384,0.9151515151515152,0.8446389496717724,0.8096514745308311
154,238,54,11,0.7403846153846154,0.9333333333333333,0.8577680525164114,0.8257372654155496
154,237,55,11,0.7368421052631579,0.9333333333333333,0.8555798687089715,0.8235294117647058
155,237,55,10,0.7380952380952381,0.9393939393939394,0.8577680525164114,0.8266666666666667
153,237,55,12,0.7355769230769231,0.9272727272727272,0.8533916849015317,0.8203753351206435
154,232,60,11,0.719626168224299,0.9333333333333333,0.8446389496717724,0.8126649076517151
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
153,237,55,12,0.7355769230769231,0.9272727272727272,0.8533916849015317,0.8203753351206435
154,237,55,11,0.7368421052631579,0.9333333333333333,0.8555798687089715,0.8235294117647058
153,237,55,12,0.7355769230769231,0.9272727272727272,0.8533916849015317,0.8203753351206435
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
154,239,53,11,0.7439613526570048,0.9333333333333333,0.8599562363238512,0.8279569892473118
152,235,57,13,0.7272727272727273,0.9212121212121213,0.8468271334792122,0.8128342245989306
153,236,56,12,0.7320574162679426,0.9272727272727272,0.8512035010940919,0.8181818181818182
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
153,235,57,12,0.7285714285714285,0.9272727272727272,0.849015317286652,0.8159999999999998
154,238,54,11,0.7403846153846154,0.9333333333333333,0.8577680525164114,0.8257372654155496
153,235,57,12,0.7285714285714285,0.9272727272727272,0.849015317286652,0.8159999999999998
153,238,54,12,0.7391304347826086,0.9272727272727272,0.8555798687089715,0.8225806451612903
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
154,236,56,11,0.7333333333333333,0.9333333333333333,0.8533916849015317,0.8213333333333334
155,234,58,10,0.7276995305164319,0.9393939393939394,0.8512035010940919,0.82010582010582
153,237,55,12,0.7355769230769231,0.9272727272727272,0.8533916849015317,0.8203753351206435
153,236,56,12,0.7320574162679426,0.9272727272727272,0.8512035010940919,0.8181818181818182
152,235,57,13,0.7272727272727273,0.9212121212121213,0.8468271334792122,0.8128342245989306
