tp,tn,fp,fn,p,r,a,f1
145,230,62,20,0.7004830917874396,0.8787878787878788,0.8205689277899344,0.7795698924731183
146,229,63,19,0.6985645933014354,0.8848484848484849,0.8205689277899344,0.7807486631016042
142,224,68,23,0.6761904761904762,0.8606060606060606,0.8008752735229759,0.7573333333333334
148,235,57,17,0.7219512195121951,0.896969696969697,0.838074398249453,0.8
149,211,81,16,0.6478260869565218,0.9030303030303031,0.787746170678337,0.7544303797468355
148,234,58,17,0.7184466019417476,0.896969696969697,0.8358862144420132,0.797843665768194
149,231,61,16,0.7095238095238096,0.9030303030303031,0.8315098468271335,0.7946666666666667
138,229,63,27,0.6865671641791045,0.8363636363636363,0.8030634573304157,0.7540983606557378
150,226,66,15,0.6944444444444444,0.9090909090909091,0.8227571115973742,0.7874015748031497
142,226,66,23,0.6826923076923077,0.8606060606060606,0.8052516411378556,0.7613941018766756
147,221,71,18,0.6743119266055045,0.8909090909090909,0.8052516411378556,0.7676240208877285
139,224,68,26,0.6714975845410628,0.8424242424242424,0.7943107221006565,0.7473118279569892
141,227,65,24,0.6844660194174758,0.8545454545454545,0.8052516411378556,0.7601078167115903
152,224,68,13,0.6909090909090909,0.9212121212121213,0.8227571115973742,0.7896103896103895
151,218,74,14,0.6711111111111111,0.9151515151515152,0.8074398249452954,0.7743589743589743
141,227,65,24,0.6844660194174758,0.8545454545454545,0.8052516411378556,0.7601078167115903
141,228,64,24,0.6878048780487804,0.8545454545454545,0.8074398249452954,0.762162162162162
139,231,61,26,0.695,0.8424242424242424,0.8096280087527352,0.7616438356164382
143,222,70,22,0.6713615023474179,0.8666666666666667,0.7986870897155361,0.7566137566137565
156,228,64,9,0.7090909090909091,0.9454545454545454,0.8402625820568927,0.8103896103896104
145,234,58,20,0.7142857142857143,0.8787878787878788,0.8293216630196937,0.7880434782608696
140,234,58,25,0.7070707070707071,0.8484848484848485,0.8183807439824945,0.7713498622589532
143,231,61,22,0.7009803921568627,0.8666666666666667,0.8183807439824945,0.7750677506775068
148,210,82,17,0.6434782608695652,0.896969696969697,0.7833698030634574,0.7493670886075949
144,237,55,21,0.7236180904522613,0.8727272727272727,0.8336980306345733,0.7912087912087913
150,214,78,15,0.6578947368421053,0.9090909090909091,0.7964989059080962,0.7633587786259541
148,235,57,17,0.7219512195121951,0.896969696969697,0.838074398249453,0.8
147,233,59,18,0.7135922330097088,0.8909090909090909,0.8315098468271335,0.7924528301886792
142,235,57,23,0.7135678391959799,0.8606060606060606,0.824945295404814,0.7802197802197802
149,214,78,16,0.6563876651982379,0.9030303030303031,0.7943107221006565,0.7602040816326531
151,223,69,14,0.6863636363636364,0.9151515151515152,0.8183807439824945,0.7844155844155845
138,219,73,27,0.6540284360189573,0.8363636363636363,0.7811816192560175,0.7340425531914893
148,227,65,17,0.6948356807511737,0.896969696969697,0.8205689277899344,0.783068783068783
147,225,67,18,0.6869158878504673,0.8909090909090909,0.8140043763676149,0.7757255936675461
148,221,71,17,0.6757990867579908,0.896969696969697,0.8074398249452954,0.7708333333333333
135,235,57,30,0.703125,0.8181818181818182,0.8096280087527352,0.7563025210084033
143,230,62,22,0.697560975609756,0.8666666666666667,0.8161925601750547,0.772972972972973
140,223,69,25,0.6698564593301436,0.8484848484848485,0.7943107221006565,0.7486631016042782
146,232,60,19,0.7087378640776699,0.8848484848484849,0.8271334792122538,0.7870619946091644
148,229,63,17,0.7014218009478673,0.896969696969697,0.824945295404814,0.7872340425531914
146,232,60,19,0.7087378640776699,0.8848484848484849,0.8271334792122538,0.7870619946091644
152,223,69,13,0.6877828054298643,0.9212121212121213,0.8205689277899344,0.7875647668393783
145,222,70,20,0.6744186046511628,0.8787878787878788,0.8030634573304157,0.7631578947368421
142,211,81,23,0.6367713004484304,0.8606060606060606,0.7724288840262582,0.7319587628865979
140,222,70,25,0.6666666666666666,0.8484848484848485,0.7921225382932167,0.7466666666666666
152,220,72,13,0.6785714285714286,0.9212121212121213,0.8140043763676149,0.7814910025706941
135,231,61,30,0.6887755102040817,0.8181818181818182,0.8008752735229759,0.7479224376731302
145,227,65,20,0.6904761904761905,0.8787878787878788,0.8140043763676149,0.7733333333333333
149,231,61,16,0.7095238095238096,0.9030303030303031,0.8315098468271335,0.7946666666666667
144,223,69,21,0.676056338028169,0.8727272727272727,0.8030634573304157,0.7619047619047619
152,227,65,13,0.7004608294930875,0.9212121212121213,0.8293216630196937,0.7958115183246074
149,229,63,16,0.7028301886792453,0.9030303030303031,0.8271334792122538,0.7904509283819628
144,223,69,21,0.676056338028169,0.8727272727272727,0.8030634573304157,0.7619047619047619
147,228,64,18,0.6966824644549763,0.8909090909090909,0.8205689277899344,0.7819148936170213
146,230,62,19,0.7019230769230769,0.8848484848484849,0.8227571115973742,0.7828418230563002
143,217,75,22,0.6559633027522935,0.8666666666666667,0.787746170678337,0.7467362924281984
143,224,68,22,0.6777251184834123,0.8666666666666667,0.8030634573304157,0.7606382978723404
145,230,62,20,0.7004830917874396,0.8787878787878788,0.8205689277899344,0.7795698924731183
144,224,68,21,0.6792452830188679,0.8727272727272727,0.8052516411378556,0.7639257294429708
145,233,59,20,0.7107843137254902,0.8787878787878788,0.8271334792122538,0.7859078590785908
149,234,58,16,0.7198067632850241,0.9030303030303031,0.838074398249453,0.8010752688172044
144,230,62,21,0.6990291262135923,0.8727272727272727,0.8183807439824945,0.7762803234501348
144,231,61,21,0.7024390243902439,0.8727272727272727,0.8205689277899344,0.7783783783783782
144,237,55,21,0.7236180904522613,0.8727272727272727,0.8336980306345733,0.7912087912087913
148,227,65,17,0.6948356807511737,0.896969696969697,0.8205689277899344,0.783068783068783
147,225,67,18,0.6869158878504673,0.8909090909090909,0.8140043763676149,0.7757255936675461
148,232,60,17,0.7115384615384616,0.896969696969697,0.8315098468271335,0.7935656836461126
151,226,66,14,0.695852534562212,0.9151515151515152,0.824945295404814,0.7905759162303664
145,225,67,20,0.6839622641509434,0.8787878787878788,0.8096280087527352,0.7692307692307693
140,225,67,25,0.6763285024154589,0.8484848484848485,0.7986870897155361,0.7526881720430108
143,232,60,22,0.7044334975369458,0.8666666666666667,0.8205689277899344,0.7771739130434783
144,229,63,21,0.6956521739130435,0.8727272727272727,0.8161925601750547,0.7741935483870968
143,235,57,22,0.715,0.8666666666666667,0.8271334792122538,0.7835616438356166
146,242,50,19,0.7448979591836735,0.8848484848484849,0.849015317286652,0.8088642659279779
149,224,68,16,0.6866359447004609,0.9030303030303031,0.8161925601750547,0.7801047120418848
149,229,63,16,0.7028301886792453,0.9030303030303031,0.8271334792122538,0.7904509283819628
141,214,78,24,0.6438356164383562,0.8545454545454545,0.7768052516411379,0.7343750000000001
150,206,86,15,0.635593220338983,0.9090909090909091,0.7789934354485777,0.7481296758104737
142,223,69,23,0.6729857819905213,0.8606060606060606,0.7986870897155361,0.7553191489361702
145,230,62,20,0.7004830917874396,0.8787878787878788,0.8205689277899344,0.7795698924731183
149,223,69,16,0.6834862385321101,0.9030303030303031,0.8140043763676149,0.7780678851174935
144,222,70,21,0.6728971962616822,0.8727272727272727,0.8008752735229759,0.7598944591029023
147,228,64,18,0.6966824644549763,0.8909090909090909,0.8205689277899344,0.7819148936170213
143,234,58,22,0.7114427860696517,0.8666666666666667,0.824945295404814,0.7814207650273224
151,230,62,14,0.7089201877934272,0.9151515151515152,0.8336980306345733,0.798941798941799
149,232,60,16,0.7129186602870813,0.9030303030303031,0.8336980306345733,0.7967914438502673
136,234,58,29,0.7010309278350515,0.8242424242424242,0.8096280087527352,0.7576601671309191
143,230,62,22,0.697560975609756,0.8666666666666667,0.8161925601750547,0.772972972972973
149,228,64,16,0.6995305164319249,0.9030303030303031,0.824945295404814,0.7883597883597884
143,232,60,22,0.7044334975369458,0.8666666666666667,0.8205689277899344,0.7771739130434783
141,234,58,24,0.7085427135678392,0.8545454545454545,0.8205689277899344,0.7747252747252747
148,227,65,17,0.6948356807511737,0.896969696969697,0.8205689277899344,0.783068783068783
144,230,62,21,0.6990291262135923,0.8727272727272727,0.8183807439824945,0.7762803234501348
139,231,61,26,0.695,0.8424242424242424,0.8096280087527352,0.7616438356164382
146,224,68,19,0.6822429906542056,0.8848484848484849,0.8096280087527352,0.7704485488126649
143,222,70,22,0.6713615023474179,0.8666666666666667,0.7986870897155361,0.7566137566137565
142,223,69,23,0.6729857819905213,0.8606060606060606,0.7986870897155361,0.7553191489361702
150,226,66,15,0.6944444444444444,0.9090909090909091,0.8227571115973742,0.7874015748031497
145,223,69,20,0.677570093457944,0.8787878787878788,0.8052516411378556,0.7651715039577835
153,220,72,12,0.68,0.9272727272727272,0.8161925601750547,0.7846153846153845
