tp,tn,fp,fn,p,r,a,f1
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
45,93,14,13,0.7627118644067796,0.7758620689655172,0.8363636363636363,0.7692307692307694
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,98,9,14,0.8301886792452831,0.7586206896551724,0.8606060606060606,0.7927927927927928
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
42,97,10,16,0.8076923076923077,0.7241379310344828,0.8424242424242424,0.7636363636363636
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
46,92,15,12,0.7540983606557377,0.7931034482758621,0.8363636363636363,0.7731092436974789
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
46,93,14,12,0.7666666666666667,0.7931034482758621,0.8424242424242424,0.7796610169491527
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,92,15,14,0.7457627118644068,0.7586206896551724,0.8242424242424242,0.752136752136752
45,93,14,13,0.7627118644067796,0.7758620689655172,0.8363636363636363,0.7692307692307694
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
46,96,11,12,0.8070175438596491,0.7931034482758621,0.8606060606060606,0.8
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
46,96,11,12,0.8070175438596491,0.7931034482758621,0.8606060606060606,0.8
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
45,92,15,13,0.75,0.7758620689655172,0.8303030303030303,0.7627118644067795
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
46,96,11,12,0.8070175438596491,0.7931034482758621,0.8606060606060606,0.8
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
47,92,15,11,0.7580645161290323,0.8103448275862069,0.8424242424242424,0.7833333333333333
45,94,13,13,0.7758620689655172,0.7758620689655172,0.8424242424242424,0.7758620689655173
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
44,96,11,14,0.8,0.7586206896551724,0.8484848484848485,0.7787610619469026
45,93,14,13,0.7627118644067796,0.7758620689655172,0.8363636363636363,0.7692307692307694
44,95,12,14,0.7857142857142857,0.7586206896551724,0.8424242424242424,0.7719298245614034
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
45,96,11,13,0.8035714285714286,0.7758620689655172,0.8545454545454545,0.7894736842105263
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
46,95,12,12,0.7931034482758621,0.7931034482758621,0.8545454545454545,0.7931034482758621
43,97,10,15,0.8113207547169812,0.7413793103448276,0.8484848484848485,0.7747747747747747
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
