tp,tn,fp,fn,p,r,a,f1
148,231,61,17,0.7081339712918661,0.896969696969697,0.8293216630196937,0.7914438502673796
145,233,59,20,0.7107843137254902,0.8787878787878788,0.8271334792122538,0.7859078590785908
152,235,57,13,0.7272727272727273,0.9212121212121213,0.8468271334792122,0.8128342245989306
143,228,64,22,0.6908212560386473,0.8666666666666667,0.811816192560175,0.7688172043010754
149,229,63,16,0.7028301886792453,0.9030303030303031,0.8271334792122538,0.7904509283819628
150,230,62,15,0.7075471698113207,0.9090909090909091,0.8315098468271335,0.7957559681697612
150,221,71,15,0.6787330316742082,0.9090909090909091,0.811816192560175,0.7772020725388602
146,231,61,19,0.7053140096618358,0.8848484848484849,0.824945295404814,0.7849462365591399
146,231,61,19,0.7053140096618358,0.8848484848484849,0.824945295404814,0.7849462365591399
147,235,57,18,0.7205882352941176,0.8909090909090909,0.8358862144420132,0.7967479674796749
149,233,59,16,0.7163461538461539,0.9030303030303031,0.8358862144420132,0.7989276139410187
150,224,68,15,0.6880733944954128,0.9090909090909091,0.8183807439824945,0.783289817232376
151,236,56,14,0.7294685990338164,0.9151515151515152,0.8468271334792122,0.8118279569892474
145,233,59,20,0.7107843137254902,0.8787878787878788,0.8271334792122538,0.7859078590785908
147,230,62,18,0.7033492822966507,0.8909090909090909,0.824945295404814,0.786096256684492
145,238,54,20,0.7286432160804021,0.8787878787878788,0.838074398249453,0.7967032967032966
147,227,65,18,0.6933962264150944,0.8909090909090909,0.8183807439824945,0.779840848806366
151,224,68,14,0.6894977168949772,0.9151515151515152,0.8205689277899344,0.7864583333333334
150,236,56,15,0.7281553398058253,0.9090909090909091,0.8446389496717724,0.8086253369272237
151,236,56,14,0.7294685990338164,0.9151515151515152,0.8468271334792122,0.8118279569892474
148,230,62,17,0.7047619047619048,0.896969696969697,0.8271334792122538,0.7893333333333333
153,235,57,12,0.7285714285714285,0.9272727272727272,0.849015317286652,0.8159999999999998
147,236,56,18,0.7241379310344828,0.8909090909090909,0.838074398249453,0.7989130434782608
145,238,54,20,0.7286432160804021,0.8787878787878788,0.838074398249453,0.7967032967032966
149,226,66,16,0.6930232558139535,0.9030303030303031,0.8205689277899344,0.7842105263157895
148,238,54,17,0.7326732673267327,0.896969696969697,0.8446389496717724,0.8065395095367847
140,227,65,25,0.6829268292682927,0.8484848484848485,0.8030634573304157,0.7567567567567567
153,235,57,12,0.7285714285714285,0.9272727272727272,0.849015317286652,0.8159999999999998
144,229,63,21,0.6956521739130435,0.8727272727272727,0.8161925601750547,0.7741935483870968
153,229,63,12,0.7083333333333334,0.9272727272727272,0.8358862144420132,0.8031496062992126
147,235,57,18,0.7205882352941176,0.8909090909090909,0.8358862144420132,0.7967479674796749
144,226,66,21,0.6857142857142857,0.8727272727272727,0.8096280087527352,0.768
147,235,57,18,0.7205882352941176,0.8909090909090909,0.8358862144420132,0.7967479674796749
147,226,66,18,0.6901408450704225,0.8909090909090909,0.8161925601750547,0.7777777777777778
156,230,62,9,0.7155963302752294,0.9454545454545454,0.8446389496717724,0.814621409921671
146,236,56,19,0.7227722772277227,0.8848484848484849,0.8358862144420132,0.7956403269754768
152,228,64,13,0.7037037037037037,0.9212121212121213,0.8315098468271335,0.7979002624671916
150,236,56,15,0.7281553398058253,0.9090909090909091,0.8446389496717724,0.8086253369272237
157,210,82,8,0.6569037656903766,0.9515151515151515,0.8030634573304157,0.7772277227722773
