tp,tn,fp,fn,p,r,a,f1
42,93,14,16,0.75,0.7241379310344828,0.8181818181818182,0.736842105263158
45,97,10,13,0.8181818181818182,0.7758620689655172,0.8606060606060606,0.7964601769911505
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
46,94,13,12,0.7796610169491526,0.7931034482758621,0.8484848484848485,0.7863247863247863
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
45,92,15,13,0.75,0.7758620689655172,0.8303030303030303,0.7627118644067795
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
45,92,15,13,0.75,0.7758620689655172,0.8303030303030303,0.7627118644067795
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
45,95,12,13,0.7894736842105263,0.7758620689655172,0.8484848484848485,0.7826086956521741
43,91,16,15,0.7288135593220338,0.7413793103448276,0.8121212121212121,0.735042735042735
44,90,17,14,0.7213114754098361,0.7586206896551724,0.8121212121212121,0.7394957983193277
42,92,15,16,0.7368421052631579,0.7241379310344828,0.8121212121212121,0.7304347826086957
43,96,11,15,0.7962962962962963,0.7413793103448276,0.8424242424242424,0.7678571428571429
47,94,13,11,0.7833333333333333,0.8103448275862069,0.8545454545454545,0.7966101694915254
43,95,12,15,0.7818181818181819,0.7413793103448276,0.8363636363636363,0.7610619469026548
44,92,15,14,0.7457627118644068,0.7586206896551724,0.8242424242424242,0.752136752136752
44,97,10,14,0.8148148148148148,0.7586206896551724,0.8545454545454545,0.7857142857142857
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
44,94,13,14,0.7719298245614035,0.7586206896551724,0.8363636363636363,0.7652173913043477
44,93,14,14,0.7586206896551724,0.7586206896551724,0.8303030303030303,0.7586206896551724
43,93,14,15,0.7543859649122807,0.7413793103448276,0.8242424242424242,0.7478260869565219
43,94,13,15,0.7678571428571429,0.7413793103448276,0.8303030303030303,0.7543859649122806
41,93,14,17,0.7454545454545455,0.7068965517241379,0.8121212121212121,0.7256637168141592
