tp,tn,fp,fn,p,r,a,f1
146,190,102,19,0.5887096774193549,0.8848484848484849,0.7352297592997812,0.7070217917675545
135,222,70,30,0.6585365853658537,0.8181818181818182,0.7811816192560175,0.7297297297297297
131,233,59,34,0.6894736842105263,0.793939393939394,0.7964989059080962,0.7380281690140844
138,216,76,27,0.6448598130841121,0.8363636363636363,0.774617067833698,0.7282321899736147
136,204,88,29,0.6071428571428571,0.8242424242424242,0.7439824945295405,0.6992287917737787
140,225,67,25,0.6763285024154589,0.8484848484848485,0.7986870897155361,0.7526881720430108
145,198,94,20,0.606694560669456,0.8787878787878788,0.75054704595186,0.7178217821782178
136,215,77,29,0.6384976525821596,0.8242424242424242,0.7680525164113785,0.7195767195767196
135,202,90,30,0.6,0.8181818181818182,0.737417943107221,0.6923076923076923
128,207,85,37,0.6009389671361502,0.7757575757575758,0.7330415754923414,0.6772486772486773
138,206,86,27,0.6160714285714286,0.8363636363636363,0.7527352297592997,0.7095115681233934
137,213,79,28,0.6342592592592593,0.8303030303030303,0.7658643326039387,0.7191601049868768
141,204,88,24,0.6157205240174672,0.8545454545454545,0.7549234135667396,0.7157360406091371
136,217,75,29,0.6445497630331753,0.8242424242424242,0.7724288840262582,0.7234042553191489
133,175,117,32,0.532,0.806060606060606,0.6739606126914661,0.6409638554216868
133,247,45,32,0.7471910112359551,0.806060606060606,0.8315098468271335,0.7755102040816327
136,209,83,29,0.6210045662100456,0.8242424242424242,0.7549234135667396,0.7083333333333334
138,200,92,27,0.6,0.8363636363636363,0.7396061269146609,0.6987341772151898
147,198,94,18,0.6099585062240664,0.8909090909090909,0.7549234135667396,0.7241379310344828
137,210,82,28,0.6255707762557078,0.8303030303030303,0.7592997811816192,0.7135416666666667
143,210,82,22,0.6355555555555555,0.8666666666666667,0.7724288840262582,0.7333333333333335
136,210,82,29,0.6238532110091743,0.8242424242424242,0.7571115973741794,0.7101827676240209
134,225,67,31,0.6666666666666666,0.8121212121212121,0.7855579868708972,0.7322404371584699
133,211,81,32,0.6214953271028038,0.806060606060606,0.7527352297592997,0.7018469656992085
127,220,72,38,0.6381909547738693,0.7696969696969697,0.7592997811816192,0.6978021978021978
140,198,94,25,0.5982905982905983,0.8484848484848485,0.7396061269146609,0.7017543859649122
125,232,60,40,0.6756756756756757,0.7575757575757576,0.7811816192560175,0.7142857142857142
133,223,69,32,0.6584158415841584,0.806060606060606,0.7789934354485777,0.7247956403269754
137,212,80,28,0.631336405529954,0.8303030303030303,0.7636761487964989,0.7172774869109947
137,203,89,28,0.6061946902654868,0.8303030303030303,0.7439824945295405,0.70076726342711
135,211,81,30,0.625,0.8181818181818182,0.7571115973741794,0.7086614173228345
129,193,99,36,0.5657894736842105,0.7818181818181819,0.7045951859956237,0.6564885496183206
134,193,99,31,0.575107296137339,0.8121212121212121,0.7155361050328227,0.6733668341708543
131,204,88,34,0.5981735159817352,0.793939393939394,0.7330415754923414,0.6822916666666667
139,220,72,26,0.6587677725118484,0.8424242424242424,0.7855579868708972,0.7393617021276597
133,199,93,32,0.588495575221239,0.806060606060606,0.7264770240700219,0.680306905370844
130,212,80,35,0.6190476190476191,0.7878787878787878,0.7483588621444202,0.6933333333333334
145,208,84,20,0.6331877729257642,0.8787878787878788,0.7724288840262582,0.7360406091370557
134,224,68,31,0.6633663366336634,0.8121212121212121,0.7833698030634574,0.7302452316076296
143,213,79,22,0.6441441441441441,0.8666666666666667,0.7789934354485777,0.7390180878552972
138,213,79,27,0.6359447004608295,0.8363636363636363,0.7680525164113785,0.7225130890052355
144,195,97,21,0.5975103734439834,0.8727272727272727,0.7417943107221007,0.7093596059113301
140,221,71,25,0.6635071090047393,0.8484848484848485,0.7899343544857768,0.7446808510638299
137,202,90,28,0.6035242290748899,0.8303030303030303,0.7417943107221007,0.6989795918367346
144,217,75,21,0.6575342465753424,0.8727272727272727,0.7899343544857768,0.7500000000000001
133,204,88,32,0.6018099547511312,0.806060606060606,0.737417943107221,0.689119170984456
139,208,84,26,0.6233183856502242,0.8424242424242424,0.7592997811816192,0.7164948453608248
127,211,81,38,0.6105769230769231,0.7696969696969697,0.7396061269146609,0.6809651474530831
136,188,104,29,0.5666666666666667,0.8242424242424242,0.7089715536105032,0.671604938271605
132,223,69,33,0.6567164179104478,0.8,0.7768052516411379,0.7213114754098361
134,225,67,31,0.6666666666666666,0.8121212121212121,0.7855579868708972,0.7322404371584699
143,204,88,22,0.6190476190476191,0.8666666666666667,0.7592997811816192,0.7222222222222222
143,199,93,22,0.6059322033898306,0.8666666666666667,0.7483588621444202,0.7132169576059851
125,225,67,40,0.6510416666666666,0.7575757575757576,0.7658643326039387,0.7002801120448179
